TF,target,weight,state
ZNF207,ZNF732,0.03830596,CD4_rest
ZNF207,RPL39,0.030644607,CD4_rest
ZNF207,ZBED9,0.02315122,CD4_rest
ZNF200,ASH1L,0.022403117,CD4_rest
ZNF200,ZSCAN29,0.022655852,CD4_rest
ZNF200,ZNF41,0.024518074,CD4_rest
ZNF200,RPL10,0.011464313,CD4_rest
ZNF200,B2M,0.010964637,CD4_rest
ZNF200,ZNF768,0.025678439,CD4_rest
ZNF200,ZNF732,0.044831604,CD4_rest
ZNF200,RPL39,0.020265356,CD4_rest
ZNF200,RPL41,0.010662119,CD4_rest
ZNF200,ZBED9,0.023410251,CD4_rest
ZNF200,CCL4,0.035391722,CD4_rest
SCMH1,NCOA1,0.011985453,CD4_rest
SCMH1,ASH1L,0.01699863,CD4_rest
SCMH1,RPL10,0.012202775,CD4_rest
SCMH1,CEBPG,0.014336969,CD4_rest
SCMH1,B2M,0.015686316,CD4_rest
SCMH1,ZNF768,0.04149355,CD4_rest
SCMH1,RPS27,0.012509651,CD4_rest
SCMH1,ZNF732,0.030176654,CD4_rest
SCMH1,RPL39,0.015893292,CD4_rest
SCMH1,ZBED9,0.023427699,CD4_rest
HIVEP2,NCOA1,0.011172497,CD4_rest
HIVEP2,ASH1L,0.017024696,CD4_rest
HIVEP2,CEBPG,0.014943936,CD4_rest
HIVEP2,ZNF232,0.010808387,CD4_rest
HIVEP2,ZNF768,0.013597861,CD4_rest
HIVEP2,RPS27,0.010122823,CD4_rest
HIVEP2,ZNF732,0.021540426,CD4_rest
HIVEP2,RPL39,0.026990425,CD4_rest
HIVEP2,ZBED9,0.023627749,CD4_rest
HIVEP2,CCL4,0.0101833325,CD4_rest
HIVEP2,ZNF8,0.01789992,CD4_rest
AKAP8L,ASH1L,0.022873791,CD4_rest
AKAP8L,ZSCAN29,0.014850881,CD4_rest
AKAP8L,ZNF768,0.020700574,CD4_rest
AKAP8L,RPS27,0.011506848,CD4_rest
AKAP8L,ZNF732,0.029462675,CD4_rest
AKAP8L,RPL39,0.028512329,CD4_rest
AKAP8L,RPL41,0.012943468,CD4_rest
AKAP8L,ZBED9,0.023364773,CD4_rest
AKAP8L,CCL4,0.022763703,CD4_rest
AKAP8L,ZNF8,0.011481151,CD4_rest
WIZ,ZSCAN29,0.024479873,CD4_rest
WIZ,ZNF41,0.016629234,CD4_rest
WIZ,RPL10,0.011810979,CD4_rest
WIZ,B2M,0.010795066,CD4_rest
WIZ,ZNF768,0.023578793,CD4_rest
WIZ,ZNF732,0.037892453,CD4_rest
WIZ,RPL39,0.020489119,CD4_rest
WIZ,ZBED9,0.021636339,CD4_rest
WIZ,CCL4,0.017836392,CD4_rest
ZBTB32,ASH1L,0.017242413,CD4_rest
ZBTB32,ZNF41,0.03197473,CD4_rest
ZBTB32,RPL10,0.012957305,CD4_rest
ZBTB32,CEBPG,0.013455215,CD4_rest
ZBTB32,B2M,0.011406469,CD4_rest
ZBTB32,ZNF232,0.01176354,CD4_rest
ZBTB32,ZNF768,0.03522353,CD4_rest
ZBTB32,RPS27,0.011343311,CD4_rest
ZBTB32,ZNF732,0.028989911,CD4_rest
ZBTB32,RPL39,0.019926257,CD4_rest
ZBTB32,ZBED9,0.02545562,CD4_rest
ZBTB32,CCL4,0.028879933,CD4_rest
ZNF582,ASH1L,0.018414982,CD4_rest
ZNF582,ZSCAN29,0.027298126,CD4_rest
ZNF582,CEBPG,0.01279143,CD4_rest
ZNF582,B2M,0.012542543,CD4_rest
ZNF582,ZNF768,0.019410206,CD4_rest
ZNF582,ZNF732,0.02990444,CD4_rest
ZNF582,RPL39,0.018645188,CD4_rest
ZNF582,ZBED9,0.023629125,CD4_rest
ZNF582,CCL4,0.015140875,CD4_rest
ZFP64,ASH1L,0.022756595,CD4_rest
ZFP64,ZNF41,0.024854857,CD4_rest
ZFP64,RPL10,0.017423907,CD4_rest
ZFP64,B2M,0.012299072,CD4_rest
ZFP64,ZNF768,0.028051008,CD4_rest
ZFP64,RPS27,0.01539651,CD4_rest
ZFP64,ZNF732,0.035654046,CD4_rest
ZFP64,RPL39,0.019084899,CD4_rest
ZFP64,RPL41,0.018618459,CD4_rest
ZFP64,ZBED9,0.022023289,CD4_rest
ZFP64,CCL4,0.019069364,CD4_rest
RUNX3,ASH1L,0.01898712,CD4_rest
RUNX3,ZSCAN29,0.01049513,CD4_rest
RUNX3,ZNF41,0.021324934,CD4_rest
RUNX3,RPL10,0.011544747,CD4_rest
RUNX3,CEBPG,0.012086198,CD4_rest
RUNX3,B2M,0.012155478,CD4_rest
RUNX3,ZNF768,0.027482267,CD4_rest
RUNX3,ZNF732,0.030894682,CD4_rest
RUNX3,RPL39,0.019375946,CD4_rest
RUNX3,ZBED9,0.021357305,CD4_rest
RUNX3,CCL4,0.026212426,CD4_rest
HSF2,ASH1L,0.018887678,CD4_rest
HSF2,ZSCAN29,0.021047954,CD4_rest
HSF2,CEBPG,0.012823684,CD4_rest
HSF2,B2M,0.01581363,CD4_rest
HSF2,ZNF768,0.044383496,CD4_rest
HSF2,ZNF732,0.044681404,CD4_rest
HSF2,RPL39,0.01563451,CD4_rest
HSF2,ZBED9,0.023573188,CD4_rest
HSF2,CCL4,0.015476707,CD4_rest
PHF20,ASH1L,0.015476419,CD4_rest
PHF20,CEBPG,0.015939036,CD4_rest
PHF20,ZNF768,0.022799753,CD4_rest
PHF20,ZNF732,0.03168825,CD4_rest
PHF20,RPL39,0.028574144,CD4_rest
PHF20,ZBED9,0.022742115,CD4_rest
PHF20,JRK,0.010848428,CD4_rest
PHF20,CCL4,0.0303098,CD4_rest
NR1H3,ASH1L,0.020897876,CD4_rest
NR1H3,ZNF41,0.018044567,CD4_rest
NR1H3,RPL10,0.012660014,CD4_rest
NR1H3,ZNF768,0.03973526,CD4_rest
NR1H3,ZNF732,0.041994564,CD4_rest
NR1H3,RPL39,0.022434767,CD4_rest
NR1H3,RPL41,0.010972905,CD4_rest
NR1H3,ZBED9,0.023544822,CD4_rest
NR1H3,CCL4,0.014899444,CD4_rest
POU2F2,ASH1L,0.016620498,CD4_rest
POU2F2,CEBPG,0.015225234,CD4_rest
POU2F2,ZNF768,0.029416502,CD4_rest
POU2F2,ZNF732,0.03203731,CD4_rest
POU2F2,RPL39,0.026867863,CD4_rest
POU2F2,ZBED9,0.023242911,CD4_rest
POU2F2,CCL4,0.02695015,CD4_rest
TBPL1,ASH1L,0.014147256,CD4_rest
TBPL1,ZSCAN29,0.027122013,CD4_rest
TBPL1,RPL10,0.011695834,CD4_rest
TBPL1,CEBPG,0.017112855,CD4_rest
TBPL1,ZNF768,0.011346519,CD4_rest
TBPL1,ZNF732,0.024303218,CD4_rest
TBPL1,RPL39,0.029488616,CD4_rest
TBPL1,ZBED9,0.025094083,CD4_rest
TBPL1,CCL4,0.032922544,CD4_rest
TBPL1,ZNF8,0.0193902,CD4_rest
IKZF2,ASH1L,0.016421478,CD4_rest
IKZF2,ZNF41,0.021362253,CD4_rest
IKZF2,RPL10,0.012839159,CD4_rest
IKZF2,CEBPG,0.014796193,CD4_rest
IKZF2,B2M,0.0140809845,CD4_rest
IKZF2,ZNF768,0.035194956,CD4_rest
IKZF2,RPS27,0.0133289145,CD4_rest
IKZF2,ZNF732,0.027680483,CD4_rest
IKZF2,RPL39,0.017702058,CD4_rest
IKZF2,ZBED9,0.022997439,CD4_rest
THAP3,ASH1L,0.020388074,CD4_rest
THAP3,ZSCAN29,0.022863235,CD4_rest
THAP3,ZNF41,0.010019513,CD4_rest
THAP3,RPL10,0.0129147265,CD4_rest
THAP3,CEBPG,0.01016424,CD4_rest
THAP3,ZNF732,0.025366725,CD4_rest
THAP3,RPL39,0.026928175,CD4_rest
THAP3,RPL41,0.012879495,CD4_rest
THAP3,ZBED9,0.023426306,CD4_rest
THAP3,CCL4,0.016232446,CD4_rest
THAP3,ZNF8,0.01656624,CD4_rest
ZNF800,ASH1L,0.017307691,CD4_rest
ZNF800,ZSCAN29,0.029119032,CD4_rest
ZNF800,RPL10,0.015234912,CD4_rest
ZNF800,CEBPG,0.013811894,CD4_rest
ZNF800,ZNF768,0.014955757,CD4_rest
ZNF800,RPS27,0.010635113,CD4_rest
ZNF800,ZNF732,0.03448255,CD4_rest
ZNF800,RPL39,0.029281525,CD4_rest
ZNF800,ZBED9,0.01962522,CD4_rest
ZNF800,CCL4,0.0283472,CD4_rest
FOXP3,ASH1L,0.02015921,CD4_rest
FOXP3,ZSCAN29,0.010951736,CD4_rest
FOXP3,ZNF41,0.010198794,CD4_rest
FOXP3,RPL10,0.013522996,CD4_rest
FOXP3,CEBPG,0.010724322,CD4_rest
FOXP3,ZNF768,0.047544748,CD4_rest
FOXP3,RPS27,0.011382368,CD4_rest
FOXP3,ZNF732,0.03623899,CD4_rest
FOXP3,RPL39,0.025672754,CD4_rest
FOXP3,RPL41,0.0103164865,CD4_rest
FOXP3,ZBED9,0.023190998,CD4_rest
FOXP3,CCL4,0.033719216,CD4_rest
NFE2L3,ASH1L,0.014266787,CD4_rest
NFE2L3,RPL10,0.014549602,CD4_rest
NFE2L3,CEBPG,0.016989937,CD4_rest
NFE2L3,B2M,0.0105123855,CD4_rest
NFE2L3,ZNF768,0.032454986,CD4_rest
NFE2L3,RPS27,0.011286397,CD4_rest
NFE2L3,ZNF732,0.030139016,CD4_rest
NFE2L3,RPL39,0.021173539,CD4_rest
NFE2L3,RPL41,0.012400357,CD4_rest
NFE2L3,ZBED9,0.024698017,CD4_rest
NFE2L3,CCL4,0.02912857,CD4_rest
FOXN3,ASH1L,0.025044302,CD4_rest
FOXN3,CEBPG,0.011276345,CD4_rest
FOXN3,ZNF768,0.029020885,CD4_rest
FOXN3,ZNF732,0.03494474,CD4_rest
FOXN3,RPL39,0.030057034,CD4_rest
FOXN3,ZBED9,0.023032648,CD4_rest
FOXN3,CCL4,0.01231888,CD4_rest
PRDM1,ASH1L,0.013613477,CD4_rest
PRDM1,ZSCAN29,0.010143855,CD4_rest
PRDM1,RPL10,0.015106794,CD4_rest
PRDM1,CEBPG,0.0176573,CD4_rest
PRDM1,ZNF768,0.030036202,CD4_rest
PRDM1,RPLP2,0.014568008,CD4_rest
PRDM1,ZNF732,0.037289537,CD4_rest
PRDM1,RPL39,0.02983559,CD4_rest
PRDM1,JRK,0.0130971875,CD4_rest
PRDM1,ZNF8,0.012198791,CD4_rest
FLYWCH1,ASH1L,0.02222289,CD4_rest
FLYWCH1,RPL10,0.011508759,CD4_rest
FLYWCH1,CEBPG,0.011414939,CD4_rest
FLYWCH1,B2M,0.010677707,CD4_rest
FLYWCH1,ZNF768,0.022824463,CD4_rest
FLYWCH1,ZNF732,0.030051004,CD4_rest
FLYWCH1,RPL39,0.020576747,CD4_rest
FLYWCH1,ZBED9,0.023486914,CD4_rest
FLYWCH1,CCL4,0.012387495,CD4_rest
MXD1,ASH1L,0.011806459,CD4_rest
MXD1,RPL10,0.010807001,CD4_rest
MXD1,CEBPG,0.01947409,CD4_rest
MXD1,B2M,0.012160292,CD4_rest
MXD1,RPS27,0.012728151,CD4_rest
MXD1,ZNF732,0.024057152,CD4_rest
MXD1,RPL39,0.019821951,CD4_rest
MXD1,ZBED9,0.036053468,CD4_rest
MXD1,JRK,0.017515402,CD4_rest
MXD1,CCL4,0.04476797,CD4_rest
MXD1,ZNF8,0.011933374,CD4_rest
YBX3,ASH1L,0.015556979,CD4_rest
YBX3,CEBPG,0.015433641,CD4_rest
YBX3,ZNF732,0.025270848,CD4_rest
YBX3,RPL39,0.030803861,CD4_rest
YBX3,ZBED9,0.035470787,CD4_rest
YBX3,CCL4,0.034618244,CD4_rest
YBX3,ZNF8,0.011794416,CD4_rest
PRDM6,ASH1L,0.015022657,CD4_rest
PRDM6,ZNF41,0.010287029,CD4_rest
PRDM6,CEBPG,0.016477935,CD4_rest
PRDM6,B2M,0.011300767,CD4_rest
PRDM6,ZNF768,0.036549393,CD4_rest
PRDM6,RPS27,0.011338707,CD4_rest
PRDM6,ZNF732,0.025242474,CD4_rest
PRDM6,RPL39,0.020078775,CD4_rest
PRDM6,RPL41,0.010607833,CD4_rest
PRDM6,ZBED9,0.023062779,CD4_rest
PRDM6,CCL4,0.012318359,CD4_rest
GPBP1,ASH1L,0.017330285,CD4_rest
GPBP1,CEBPG,0.014436452,CD4_rest
GPBP1,ZNF768,0.02671381,CD4_rest
GPBP1,RPS27,0.010974631,CD4_rest
GPBP1,ZNF732,0.037588045,CD4_rest
GPBP1,RPL39,0.030447233,CD4_rest
GPBP1,ZBED9,0.023942862,CD4_rest
GPBP1,CCL4,0.0106470985,CD4_rest
ZNF275,ASH1L,0.020615721,CD4_rest
ZNF275,ZNF41,0.030513994,CD4_rest
ZNF275,RPL10,0.01309409,CD4_rest
ZNF275,CEBPG,0.010531265,CD4_rest
ZNF275,B2M,0.010373956,CD4_rest
ZNF275,ZNF768,0.037347917,CD4_rest
ZNF275,ZNF732,0.03989014,CD4_rest
ZNF275,RPL39,0.020999404,CD4_rest
ZNF275,RPL41,0.014194423,CD4_rest
ZNF275,ZBED9,0.02223139,CD4_rest
ZNF275,CCL4,0.019007348,CD4_rest
HMG20B,ASH1L,0.01824179,CD4_rest
HMG20B,RPL10,0.014063454,CD4_rest
HMG20B,CEBPG,0.013035266,CD4_rest
HMG20B,ZNF768,0.027476657,CD4_rest
HMG20B,ZNF732,0.032215226,CD4_rest
HMG20B,RPL39,0.028380238,CD4_rest
HMG20B,ZBED9,0.023763223,CD4_rest
HMG20B,JRK,0.012895888,CD4_rest
ZNF76,ASH1L,0.022482853,CD4_rest
ZNF76,ZSCAN29,0.021985369,CD4_rest
ZNF76,ZNF768,0.01875628,CD4_rest
ZNF76,ZNF732,0.033671252,CD4_rest
ZNF76,RPL39,0.028775573,CD4_rest
ZNF76,RPL41,0.010068058,CD4_rest
ZNF76,ZBED9,0.02445129,CD4_rest
ZNF76,CCL4,0.03025223,CD4_rest
SPEN,ASH1L,0.022106223,CD4_rest
SPEN,ZSCAN29,0.010711432,CD4_rest
SPEN,RPL10,0.014066479,CD4_rest
SPEN,ZNF768,0.027726145,CD4_rest
SPEN,RPS27,0.012000711,CD4_rest
SPEN,ZNF732,0.03687395,CD4_rest
SPEN,RPL39,0.02516906,CD4_rest
SPEN,ZBED9,0.020153575,CD4_rest
SPEN,CCL4,0.014050626,CD4_rest
FOXJ2,ASH1L,0.023108104,CD4_rest
FOXJ2,ZSCAN29,0.02563584,CD4_rest
FOXJ2,ZNF768,0.02488257,CD4_rest
FOXJ2,ZNF732,0.0309446,CD4_rest
FOXJ2,RPL39,0.023944655,CD4_rest
FOXJ2,ZBED9,0.022844862,CD4_rest
FOXJ2,CCL4,0.016853202,CD4_rest
YBX1,ASH1L,0.028497647,CD4_rest
YBX1,ZSCAN29,0.015542166,CD4_rest
YBX1,ZNF41,0.011181907,CD4_rest
YBX1,CEBPG,0.019831397,CD4_rest
YBX1,GIMAP7,0.027576076,CD4_rest
YBX1,ZNF732,0.01750365,CD4_rest
YBX1,RPL39,0.0314362,CD4_rest
YBX1,ZBED9,0.024841052,CD4_rest
NFYC,ASH1L,0.021030407,CD4_rest
NFYC,ZSCAN29,0.01711749,CD4_rest
NFYC,RPL10,0.01059067,CD4_rest
NFYC,CEBPG,0.011187324,CD4_rest
NFYC,ZNF768,0.027485386,CD4_rest
NFYC,ZNF732,0.032271456,CD4_rest
NFYC,RPL39,0.028953629,CD4_rest
NFYC,RPL41,0.011122245,CD4_rest
NFYC,ZBED9,0.023246719,CD4_rest
NFYC,CCL4,0.021787476,CD4_rest
SPI1,ASH1L,0.02018549,CD4_rest
SPI1,ZSCAN29,0.010478012,CD4_rest
SPI1,ZNF41,0.030998588,CD4_rest
SPI1,CEBPG,0.0104975505,CD4_rest
SPI1,ZNF768,0.03829958,CD4_rest
SPI1,ZNF732,0.030155066,CD4_rest
SPI1,RPL39,0.029385049,CD4_rest
SPI1,ZBED9,0.023814224,CD4_rest
SPI1,CCL4,0.021814223,CD4_rest
ZBTB11,ASH1L,0.018539393,CD4_rest
ZBTB11,ZSCAN29,0.013284185,CD4_rest
ZBTB11,RPL10,0.013109485,CD4_rest
ZBTB11,CEBPG,0.012616252,CD4_rest
ZBTB11,ZNF768,0.024257129,CD4_rest
ZBTB11,RPS27,0.012414928,CD4_rest
ZBTB11,ZNF732,0.04417225,CD4_rest
ZBTB11,RPL39,0.023178535,CD4_rest
ZBTB11,ZBED9,0.02090155,CD4_rest
ZBTB11,CCL4,0.028388549,CD4_rest
ZBTB11,ZNF8,0.010120399,CD4_rest
MSANTD3,ASH1L,0.021355765,CD4_rest
MSANTD3,ZSCAN29,0.013783943,CD4_rest
MSANTD3,RPL10,0.012631727,CD4_rest
MSANTD3,ZNF232,0.01007274,CD4_rest
MSANTD3,ZNF768,0.01207913,CD4_rest
MSANTD3,ZNF732,0.024433965,CD4_rest
MSANTD3,RPL39,0.028041631,CD4_rest
MSANTD3,RPL41,0.012983266,CD4_rest
MSANTD3,ZBED9,0.022742355,CD4_rest
MSANTD3,CCL4,0.019793928,CD4_rest
MSANTD3,ZNF8,0.017030628,CD4_rest
ZFAT,ASH1L,0.019957002,CD4_rest
ZFAT,ZNF41,0.027928311,CD4_rest
ZFAT,RPL10,0.01157832,CD4_rest
ZFAT,CEBPG,0.011219542,CD4_rest
ZFAT,B2M,0.019102665,CD4_rest
ZFAT,ZNF768,0.038534455,CD4_rest
ZFAT,RPS27,0.013990112,CD4_rest
ZFAT,ZNF732,0.026725013,CD4_rest
ZFAT,RPL39,0.012731409,CD4_rest
ZFAT,ZBED9,0.023671,CD4_rest
ZFAT,CCL4,0.016118243,CD4_rest
SP100,ASH1L,0.01730464,CD4_rest
SP100,ZSCAN29,0.016907549,CD4_rest
SP100,CEBPG,0.01392084,CD4_rest
SP100,ZNF768,0.025282877,CD4_rest
SP100,ZNF732,0.035435744,CD4_rest
SP100,RPL39,0.030890292,CD4_rest
SP100,ZBED9,0.022000501,CD4_rest
SP100,CCL4,0.012018122,CD4_rest
KLF6,ASH1L,0.016432052,CD4_rest
KLF6,CEBPG,0.014796353,CD4_rest
KLF6,ZNF768,0.01207388,CD4_rest
KLF6,ZNF732,0.026782261,CD4_rest
KLF6,RPL39,0.032389197,CD4_rest
KLF6,ZBED9,0.025287472,CD4_rest
KLF6,CCL4,0.011617072,CD4_rest
ZFY,ASH1L,0.017596329,CD4_rest
ZFY,RPL10,0.013147501,CD4_rest
ZFY,CEBPG,0.012883208,CD4_rest
ZFY,ZNF768,0.029943192,CD4_rest
ZFY,RPS27,0.014221242,CD4_rest
ZFY,ZNF732,0.034837883,CD4_rest
ZFY,RPL39,0.02422157,CD4_rest
ZFY,RPL41,0.011175416,CD4_rest
ZFY,ZBED9,0.023215154,CD4_rest
ZFY,CCL4,0.020807445,CD4_rest
MEF2A,ASH1L,0.01521845,CD4_rest
MEF2A,ZSCAN29,0.020536149,CD4_rest
MEF2A,RPL10,0.0126450015,CD4_rest
MEF2A,CEBPG,0.016163418,CD4_rest
MEF2A,ZNF768,0.036370546,CD4_rest
MEF2A,ZNF732,0.0333034,CD4_rest
MEF2A,RPL39,0.027617406,CD4_rest
MEF2A,ZBED9,0.020710893,CD4_rest
MEF2A,CCL4,0.010463693,CD4_rest
TFE3,ASH1L,0.021129318,CD4_rest
TFE3,ZSCAN29,0.025958901,CD4_rest
TFE3,RPL10,0.015441171,CD4_rest
TFE3,ZNF768,0.012302248,CD4_rest
TFE3,RPS27,0.010301821,CD4_rest
TFE3,ZNF732,0.025878405,CD4_rest
TFE3,RPL39,0.028742718,CD4_rest
TFE3,RPL41,0.0130550815,CD4_rest
TFE3,ZBED9,0.024143824,CD4_rest
TFE3,CCL4,0.016996829,CD4_rest
TFE3,ZNF8,0.023594683,CD4_rest
RORA,ASH1L,0.020150263,CD4_rest
RORA,CEBPG,0.0138501,CD4_rest
RORA,ZNF768,0.025644727,CD4_rest
RORA,ZNF732,0.026388545,CD4_rest
RORA,RPL39,0.031208098,CD4_rest
RORA,ZBED9,0.023529837,CD4_rest
RORA,CCL4,0.010379775,CD4_rest
HES2,TCF20,0.010376008,CD4_rest
HES2,ZNF41,0.035401206,CD4_rest
HES2,RPL10,0.014452842,CD4_rest
HES2,RPL27A,0.010892426,CD4_rest
HES2,B2M,0.011938227,CD4_rest
HES2,ZNF768,0.032980748,CD4_rest
HES2,RPS27,0.016696583,CD4_rest
HES2,ZNF732,0.03277699,CD4_rest
HES2,RPL39,0.020107254,CD4_rest
HES2,RPL41,0.01660071,CD4_rest
HES2,ZBED9,0.023918364,CD4_rest
HES2,CCL4,0.036508203,CD4_rest
MNT,ASH1L,0.02228814,CD4_rest
MNT,ZSCAN29,0.024421863,CD4_rest
MNT,RPL10,0.010341226,CD4_rest
MNT,ZNF232,0.010089406,CD4_rest
MNT,ZNF768,0.019331928,CD4_rest
MNT,ZNF732,0.029390272,CD4_rest
MNT,RPL39,0.023883214,CD4_rest
MNT,ZBED9,0.023517502,CD4_rest
MNT,CCL4,0.03389462,CD4_rest
MNT,ZNF8,0.012125816,CD4_rest
ZXDC,ASH1L,0.021963438,CD4_rest
ZXDC,RPL10,0.013771558,CD4_rest
ZXDC,ZNF768,0.044026576,CD4_rest
ZXDC,RPS27,0.011162903,CD4_rest
ZXDC,ZNF732,0.041927323,CD4_rest
ZXDC,RPL39,0.027345648,CD4_rest
ZXDC,RPL41,0.010457557,CD4_rest
ZXDC,ZBED9,0.022173928,CD4_rest
TCF3,ASH1L,0.02223338,CD4_rest
TCF3,ZNF41,0.01844862,CD4_rest
TCF3,RPL10,0.014088743,CD4_rest
TCF3,B2M,0.013864991,CD4_rest
TCF3,ZNF768,0.032528147,CD4_rest
TCF3,RPS27,0.015840538,CD4_rest
TCF3,ZNF732,0.034252934,CD4_rest
TCF3,RPL39,0.018294517,CD4_rest
TCF3,RPL41,0.013685555,CD4_rest
TCF3,ZBED9,0.021000223,CD4_rest
TCF3,CCL4,0.017254256,CD4_rest
MBD3,ASH1L,0.022450874,CD4_rest
MBD3,ZSCAN29,0.015450626,CD4_rest
MBD3,RPL10,0.011541535,CD4_rest
MBD3,ZNF768,0.029300187,CD4_rest
MBD3,RPS27,0.013699856,CD4_rest
MBD3,ZNF732,0.03857677,CD4_rest
MBD3,RPL39,0.02735085,CD4_rest
MBD3,ZBED9,0.0220997,CD4_rest
MBD3,CCL4,0.012307674,CD4_rest
SREBF1,ASH1L,0.018543458,CD4_rest
SREBF1,RPL10,0.012553539,CD4_rest
SREBF1,CEBPG,0.012725012,CD4_rest
SREBF1,ZNF768,0.0251758,CD4_rest
SREBF1,RPS27,0.011108215,CD4_rest
SREBF1,ZNF732,0.043140933,CD4_rest
SREBF1,RPL39,0.028554037,CD4_rest
SREBF1,RPL41,0.011130718,CD4_rest
SREBF1,ZBED9,0.01775382,CD4_rest
SREBF1,CCL4,0.018978301,CD4_rest
SREBF1,ZNF8,0.016614977,CD4_rest
NFATC3,NCOA1,0.017834287,CD4_rest
NFATC3,ASH1L,0.02457658,CD4_rest
NFATC3,ZNF768,0.032563522,CD4_rest
NFATC3,ZNF732,0.041107845,CD4_rest
NFATC3,RPL39,0.025039867,CD4_rest
NFATC3,RPL41,0.011748515,CD4_rest
NFATC3,ZBED9,0.023358934,CD4_rest
NFATC3,CCL4,0.015979545,CD4_rest
TBX21,ASH1L,0.021377442,CD4_rest
TBX21,RPL27A,0.010273888,CD4_rest
TBX21,B2M,0.012409984,CD4_rest
TBX21,ZNF232,0.01114706,CD4_rest
TBX21,ZNF768,0.022167932,CD4_rest
TBX21,ZNF732,0.018492276,CD4_rest
TBX21,RPL39,0.01948281,CD4_rest
TBX21,ZBED9,0.015568402,CD4_rest
TBX21,CCL4,0.022592809,CD4_rest
ZNF532,NCOA1,0.015159586,CD4_rest
