source_TF,target_gene,log2FC,culture_condition,evidence
HOXC4,CRTAM,0.5103486241423913,Rest,kNN_predicted
HOXC4,PMCH,0.5657160570487398,Rest,kNN_predicted
HOXC6,FBXL16,0.5212223616237757,Rest,kNN_predicted
HOXC6,LYZ,-0.5165810333077494,Rest,kNN_predicted
HOXC6,NTNG2,0.6089231632498582,Rest,kNN_predicted
HOXC6,TIMP2,0.5051033061239646,Rest,kNN_predicted
HOXD1,ATP9A,0.5181412949421099,Rest,kNN_predicted
HOXD1,CCL1,0.9802825393963677,Rest,kNN_predicted
HOXD1,COL6A2,0.5481701894557779,Rest,kNN_predicted
HOXD1,CRTAM,0.5520189262057617,Rest,kNN_predicted
HOXD1,DSG2,0.5144117030960832,Rest,kNN_predicted
HOXD1,GNG4,0.5276621116716199,Rest,kNN_predicted
HOXD10,FAM20C,0.574650377523398,Rest,kNN_predicted
HOXD10,KIF26A,0.5053316575308144,Rest,kNN_predicted
HOXD10,ZNF347,0.5126112934438339,Rest,kNN_predicted
HOXD10,ZNF844,0.6028086779991505,Rest,kNN_predicted
HOXD10,ZSCAN18,0.6525089681487457,Rest,kNN_predicted
HOXD12,CFH,0.5206908966118589,Rest,kNN_predicted
HOXD12,LTK,0.6026063870669233,Rest,kNN_predicted
HOXD13,FAM20C,0.6250112129970465,Rest,kNN_predicted
HOXD13,KIF26A,0.5496175841740962,Rest,kNN_predicted
HOXD13,ZNF347,0.5575351880775027,Rest,kNN_predicted
HOXD13,ZNF844,0.6556372322683359,Rest,kNN_predicted
HOXD13,ZSCAN18,0.7096931240726336,Rest,kNN_predicted
HOXD3,GZMH,0.7459522781293649,Rest,kNN_predicted
HOXD4,CCL1,0.6220703560829856,Rest,kNN_predicted
HOXD4,COL6A2,0.5173849473123997,Rest,kNN_predicted
HOXD4,CRTAM,0.5210175389762889,Rest,kNN_predicted
HOXD8,HHLA2,0.8062893015706852,Rest,kNN_predicted
HOXD8,LAG3,0.5766733155870629,Rest,kNN_predicted
HOXD8,LHFPL6,0.5361289918958041,Rest,kNN_predicted
HOXD8,PMCH,0.537098367499386,Rest,kNN_predicted
HOXD8,SPP1,0.6809609662557301,Rest,kNN_predicted
HOXD8,XCL1,0.7047239736251264,Rest,kNN_predicted
HOXD8,XCL2,0.7246306473131028,Rest,kNN_predicted
HOXD9,PTGIS,0.8007246065042849,Rest,kNN_predicted
HSF5,CCL1,0.5957313054000442,Rest,kNN_predicted
HSFX1,LHFPL6,0.5070412011634086,Rest,kNN_predicted
HSFX1,PMCH,0.5079579830906099,Rest,kNN_predicted
HSFX1,SPP1,0.6440152864234668,Rest,kNN_predicted
HSFY2,IL5,0.5867658831851981,Rest,kNN_predicted
IKZF2,LYZ,-0.8219384399550215,Rest,kNN_predicted
IKZF3,NEIL1,0.5136615087905119,Rest,kNN_predicted
IKZF4,CCL1,0.6549640557710918,Rest,kNN_predicted
IKZF4,CRTAM,0.9188096699225159,Rest,kNN_predicted
IKZF4,HMOX1,0.5304026742227739,Rest,kNN_predicted
IKZF4,TNFRSF9,0.6098826571528944,Rest,kNN_predicted
IKZF5,FAM20C,0.594058542904395,Rest,kNN_predicted
IKZF5,KIF26A,0.5223986616871147,Rest,kNN_predicted
IKZF5,KLRB1,0.5295007958027752,Rest,kNN_predicted
IKZF5,ZNF347,0.5299241590547499,Rest,kNN_predicted
IKZF5,ZNF844,0.6231678580733535,Rest,kNN_predicted
IKZF5,ZSCAN18,0.6745467192087786,Rest,kNN_predicted
INSM1,KLRB1,0.7036442850225342,Rest,kNN_predicted
INSM1,LTK,0.7726302519794056,Rest,kNN_predicted
IRF3,GNLY,-0.562373137199006,Rest,kNN_predicted
IRF7,MT1G,0.5648599953784125,Rest,kNN_predicted
IRF7,MT1H,0.7409572103274235,Rest,kNN_predicted
IRF8,ACE,-0.5166970985866017,Rest,kNN_predicted
IRF9,IL5,0.5003382034668713,Rest,kNN_predicted
IRX5,IL5,0.5063810574134928,Rest,kNN_predicted
IRX6,SPP1,0.5172414521069494,Rest,kNN_predicted
ISX,SPP1,0.513344435373714,Rest,kNN_predicted
JUN,KLRB1,0.5277212338331315,Rest,kNN_predicted
KCMF1,CCL1,0.6165076456761092,Rest,kNN_predicted
KCMF1,CRTAM,0.8648614858131193,Rest,kNN_predicted
KCMF1,IL5,0.5260508312146562,Rest,kNN_predicted
KDM2B,EPAS1,0.5629052335500675,Rest,kNN_predicted
KDM2B,LYZ,-0.9049411584225896,Rest,kNN_predicted
KDM5B,SIGLEC6,-0.6087465833962099,Rest,kNN_predicted
KLF1,GZMK,0.8649099855799356,Rest,kNN_predicted
KLF12,IGHM,0.5363855354884516,Rest,kNN_predicted
KLF12,SPP1,0.5007239383335934,Rest,kNN_predicted
KLF13,CCL1,0.6263510896775054,Rest,kNN_predicted
KLF13,CRTAM,0.8786702612018326,Rest,kNN_predicted
KLF13,HMOX1,0.8370923239608182,Rest,kNN_predicted
KLF14,IFIT3,0.5164112642342463,Rest,kNN_predicted
KLF15,LYZ,-1.0047481760203987,Rest,kNN_predicted
KLF16,IL22,0.5390838405189629,Rest,kNN_predicted
KLF17,GNLY,0.5033995825698564,Rest,kNN_predicted
KLF4,CSF2RB,-0.6005316163508582,Rest,kNN_predicted
KLF4,FAM20C,0.5795309769391694,Rest,kNN_predicted
KLF4,KIF26A,0.5096235217477056,Rest,kNN_predicted
KLF4,NRP2,-0.5117772792885867,Rest,kNN_predicted
KLF4,ZNF347,0.5169649847962736,Rest,kNN_predicted
KLF4,ZNF677,0.5252235909768914,Rest,kNN_predicted
KLF4,ZNF844,0.6079284304551467,Rest,kNN_predicted
KLF4,ZSCAN18,0.6580508332780394,Rest,kNN_predicted
KMT2A,GNLY,-0.84812915715943,Rest,kNN_predicted
L3MBTL1,OASL,0.5110638091272138,Rest,kNN_predicted
L3MBTL4,RTKN2,-0.5794696079003582,Rest,kNN_predicted
LBX1,RTKN2,-0.6139466820464119,Rest,kNN_predicted
LEF1,IL2,0.520966826070538,Rest,kNN_predicted
LHX2,TTBK1,0.5135697566268045,Rest,kNN_predicted
LHX6,KLRB1,0.6303738519059734,Rest,kNN_predicted
LHX9,MT1G,0.6195607900840624,Rest,kNN_predicted
LHX9,MT1H,0.8127111822486229,Rest,kNN_predicted
LIN28B,IL2,0.5203599422466231,Rest,kNN_predicted
LMX1A,FAM20C,0.6216733544374726,Rest,kNN_predicted
LMX1A,KIF26A,0.5466823636217628,Rest,kNN_predicted
LMX1A,ZNF347,0.5545576837366375,Rest,kNN_predicted
LMX1A,ZNF844,0.6521358161302026,Rest,kNN_predicted
LMX1A,ZSCAN18,0.7059030236398793,Rest,kNN_predicted
LMX1B,CCL4,0.5040172255042767,Rest,kNN_predicted
LMX1B,CTHRC1,0.7154576847454052,Rest,kNN_predicted
LMX1B,TBC1D30,0.6407357871829691,Rest,kNN_predicted
LTF,CCL1,0.5918136857271649,Rest,kNN_predicted
LTF,G0S2,0.5104658410123378,Rest,kNN_predicted
LTF,LYZ,-0.5280569778698061,Rest,kNN_predicted
LYL1,BAIAP2L1,0.5642694751261559,Rest,kNN_predicted
LYL1,GNLY,-0.5076805026082362,Rest,kNN_predicted
LYL1,IRF6,0.5128344486302686,Rest,kNN_predicted
LYL1,LSR,0.5375006604093754,Rest,kNN_predicted
LYL1,SPINT2,0.5255715919735169,Rest,kNN_predicted
MAFA,NTRK2,0.6369541536893135,Rest,kNN_predicted
MAFA,SIGLEC6,-0.6045809137255757,Rest,kNN_predicted
MAFA,STON2,0.5343879057910722,Rest,kNN_predicted
MAFF,B3GALT2,-0.5630074974755941,Rest,kNN_predicted
MAFF,CTSW,0.562161548956609,Rest,kNN_predicted
MAFF,FXYD2,0.7400818092600344,Rest,kNN_predicted
MAFF,IL13,0.5206854594704609,Rest,kNN_predicted
MAFF,PARD6G,0.5071308181724673,Rest,kNN_predicted
MAFF,PLXNA4,-0.5852042624033705,Rest,kNN_predicted
MAFF,PYROXD2,0.5161530689394971,Rest,kNN_predicted
MAFF,RAVER2,0.7550534945792513,Rest,kNN_predicted
MAFF,TIMP2,0.5338237557714163,Rest,kNN_predicted
MAFK,GNLY,-0.6851215055284605,Rest,kNN_predicted
MAZ,GZMK,0.5589845958650523,Rest,kNN_predicted
MAZ,MT1G,0.6028908435905769,Rest,kNN_predicted
MAZ,MT1H,0.7908443176252118,Rest,kNN_predicted
MBD1,GZMK,0.5228462059920317,Rest,kNN_predicted
MBD4,CCL1,0.7852026293083706,Rest,kNN_predicted
MBD4,CD200,0.6161893331828256,Rest,kNN_predicted
MBD4,CRTAM,1.1572437025844728,Rest,kNN_predicted
MBD4,EGR2,0.6850215988318485,Rest,kNN_predicted
MBD4,FASLG,0.5709950147328999,Rest,kNN_predicted
MBD4,GNG4,0.6156233143257593,Rest,kNN_predicted
MBD4,POU2AF1,0.512827912647888,Rest,kNN_predicted
MBD4,TNFRSF9,0.5455453303219944,Rest,kNN_predicted
MBD6,CCL1,0.6033375075957544,Rest,kNN_predicted
MBD6,CRTAM,0.8463858914414583,Rest,kNN_predicted
MBD6,LYZ,-0.8637716733619573,Rest,kNN_predicted
MECOM,ZSCAN18,0.5801576125705845,Rest,kNN_predicted
MEF2C,KLRB1,0.6359273894732204,Rest,kNN_predicted
MEF2C,LYZ,-0.9315744059694733,Rest,kNN_predicted
MEF2C,PLXND1,0.5559540382466278,Rest,kNN_predicted
MEIS1,KLRB1,0.519952937403505,Rest,kNN_predicted
MEIS1,PMCH,0.5857327818013393,Rest,kNN_predicted
MEOX1,IFNG,0.6095065416370101,Rest,kNN_predicted
MESP1,ZSCAN18,0.510118433271348,Rest,kNN_predicted
MESP2,ATP9A,0.537278086210131,Rest,kNN_predicted
MESP2,CCL1,0.683426873895768,Rest,kNN_predicted
MESP2,COL6A2,0.5684160540440053,Rest,kNN_predicted
MESP2,CRTAM,0.5724069382594563,Rest,kNN_predicted
MESP2,DSG2,0.5334107473414887,Rest,kNN_predicted
MESP2,GNG4,0.5471505403872488,Rest,kNN_predicted
MESP2,MEST,0.5036331027125985,Rest,kNN_predicted
MESP2,NR4A1,0.8879656757580773,Rest,kNN_predicted
MESP2,SHF,0.5118858136725877,Rest,kNN_predicted
MIXL1,IL5,0.5128092829100951,Rest,kNN_predicted
MLXIP,IL22,0.5258448720739248,Rest,kNN_predicted
MSANTD1,ZSCAN18,0.5119164695706265,Rest,kNN_predicted
MSC,IL3,0.7109644285434218,Rest,kNN_predicted
MSC,XIRP1,0.6197356880933297,Rest,kNN_predicted
MSGN1,LYZ,-0.9016030650300533,Rest,kNN_predicted
MTERF1,ZSCAN18,0.513678925798747,Rest,kNN_predicted
MTERF3,KLRB1,0.5071551509830892,Rest,kNN_predicted
MTERF3,NR4A1,0.516613169902251,Rest,kNN_predicted
MXI1,IL5,0.5005335526271812,Rest,kNN_predicted
MYBL1,MT1G,0.5605746496013827,Rest,kNN_predicted
MYBL1,MT1H,0.7353358919862137,Rest,kNN_predicted
MYF5,MT1G,0.5545064771764713,Rest,kNN_predicted
MYF5,MT1H,0.7273759441256185,Rest,kNN_predicted
MYF6,CCL1,0.9802409436468322,Rest,kNN_predicted
MYF6,CCL3,0.5365748641057879,Rest,kNN_predicted
MYF6,CHST2,0.6374949479905019,Rest,kNN_predicted
MYF6,COL6A2,0.5161616276399292,Rest,kNN_predicted
MYF6,CRTAM,0.5197856303008574,Rest,kNN_predicted
MYF6,GNG4,0.9721108874394261,Rest,kNN_predicted
MYF6,L1CAM,0.5167847791602694,Rest,kNN_predicted
MYF6,MEST,0.686398495597494,Rest,kNN_predicted
MYF6,SLC35G2,0.5495353251075173,Rest,kNN_predicted
MYF6,SYP,0.5301149286880852,Rest,kNN_predicted
MYOD1,ATP9A,0.5097655605538621,Rest,kNN_predicted
MYOD1,CCL1,0.6484304728050913,Rest,kNN_predicted
MYOD1,COL6A2,0.5393090391262136,Rest,kNN_predicted
MYOD1,CRTAM,0.5430955611925525,Rest,kNN_predicted
MYOD1,DSG2,0.5060962574186249,Rest,kNN_predicted
MYOD1,GNG4,0.5191324736419058,Rest,kNN_predicted
MYOG,GNLY,-0.5983826766755082,Rest,kNN_predicted
MYPOP,CCL1,0.599199574658814,Rest,kNN_predicted
MYPOP,CRTAM,0.8405810342703642,Rest,kNN_predicted
MYT1,PCSK6,0.6823285271067973,Rest,kNN_predicted
MZF1,IL22,0.5285654444366141,Rest,kNN_predicted
NANOGNB,LIF,0.6647575671101889,Rest,kNN_predicted
NANOGNB,LYZ,-0.9138018915588594,Rest,kNN_predicted
NANOGP8,CCL1,0.6358940335641886,Rest,kNN_predicted
NANOGP8,CRTAM,0.8920574830582897,Rest,kNN_predicted
NANOGP8,HMOX1,0.5149593980812748,Rest,kNN_predicted
NEUROD1,BAIAP2L1,0.58111118684886,Rest,kNN_predicted
NEUROD1,FBXL16,0.6491942084517073,Rest,kNN_predicted
NEUROD1,IRF6,0.5281409826996012,Rest,kNN_predicted
NEUROD1,LSR,0.5535434051836765,Rest,kNN_predicted
NEUROD1,SPINT2,0.541258290673073,Rest,kNN_predicted
NEUROD2,IL22,0.5604069222416269,Rest,kNN_predicted
NEUROG1,CCL1,0.9817163899631095,Rest,kNN_predicted
NEUROG1,COL6A2,0.5234487384540885,Rest,kNN_predicted
NEUROG1,CRTAM,0.5271239043700259,Rest,kNN_predicted
NEUROG1,DHRS3,0.5033241456021744,Rest,kNN_predicted
NEUROG1,GNG4,0.5038655366479241,Rest,kNN_predicted
NEUROG1,LAG3,0.6430547823503358,Rest,kNN_predicted
NEUROG1,LHFPL6,0.5087613907444081,Rest,kNN_predicted
NEUROG1,PMCH,0.509681282948872,Rest,kNN_predicted
NEUROG1,SPP1,0.6462001747188718,Rest,kNN_predicted
NEUROG2,BAIAP2L1,0.5775335106826313,Rest,kNN_predicted
NEUROG2,IL2,0.7479572821697081,Rest,kNN_predicted
NEUROG2,IRF6,0.524889423533344,Rest,kNN_predicted
NEUROG2,LSR,0.5501354531557047,Rest,kNN_predicted
NEUROG2,SPINT2,0.5379259733297856,Rest,kNN_predicted
NFE2L3,FUT7,-0.6723360159409789,Rest,kNN_predicted
NFE2L3,IL5,0.524646266172859,Rest,kNN_predicted
NFE2L3,LYZ,-0.689091830225292,Rest,kNN_predicted
NFE2L3,PARD6G,0.5203020361921387,Rest,kNN_predicted
NFE2L3,PLXNA4,-0.6013720073044546,Rest,kNN_predicted
NFE2L3,PYROXD2,0.533957498909452,Rest,kNN_predicted
NFE2L3,RAVER2,0.5205152356154391,Rest,kNN_predicted
NFE2L3,TIMP2,0.5522377268351911,Rest,kNN_predicted
NFE2L3,TOX2,0.5478643300697104,Rest,kNN_predicted
NFE4,CCL1,0.6630369934669245,Rest,kNN_predicted
NFE4,CRTAM,0.9301347085322764,Rest,kNN_predicted
NFE4,EGR2,0.5030178988559687,Rest,kNN_predicted
NFE4,HMOX1,0.5369402967151445,Rest,kNN_predicted
NFIA,PYROXD2,0.5331845564155048,Rest,kNN_predicted
NFIA,TIMP2,0.5514383223756536,Rest,kNN_predicted
NFIC,BAIAP2L1,0.5895877458510375,Rest,kNN_predicted
NFIC,IRF6,0.5358448753498136,Rest,kNN_predicted
NFIC,SPINT2,0.5491535230143861,Rest,kNN_predicted
NFIC,STON2,0.5481286120824231,Rest,kNN_predicted
NFIL3,LYZ,-0.735592670247358,Rest,kNN_predicted
NFIX,IL3,0.501576965537345,Rest,kNN_predicted
NFIX,NEIL1,0.5218250471217349,Rest,kNN_predicted
NFXL1,RTKN2,-0.6242980109606578,Rest,kNN_predicted
NFXL1,TIMP2,0.5054195959905259,Rest,kNN_predicted
NKRF,CFH,0.5128092346004754,Rest,kNN_predicted
NKRF,RTKN2,-0.5932578061639533,Rest,kNN_predicted
NKX1-1,CCL1,0.607230109893494,Rest,kNN_predicted
NKX1-1,CRTAM,0.8518465890183887,Rest,kNN_predicted
NKX1-1,FASLG,0.628290955313226,Rest,kNN_predicted
NKX1-2,TIMP2,0.5062001638380673,Rest,kNN_predicted
NKX2-1,LYZ,-1.3320847178424875,Rest,kNN_predicted
NKX2-3,DEPDC7,0.6360311339722012,Rest,kNN_predicted
NKX2-3,FAM20C,0.6542427199062314,Rest,kNN_predicted
NKX2-3,IFIT2,0.5208412307707326,Rest,kNN_predicted
NKX2-3,KIF26A,0.5753229633338627,Rest,kNN_predicted
NKX2-3,NEIL1,0.5216999764582024,Rest,kNN_predicted
NKX2-3,ZFP28,0.503620926559605,Rest,kNN_predicted
NKX2-3,ZNF347,0.5836108701828703,Rest,kNN_predicted
NKX2-3,ZNF844,0.6863011049900263,Rest,kNN_predicted
NKX2-3,ZSCAN18,0.7428851677165424,Rest,kNN_predicted
NKX2-5,BAIAP2L1,0.5798966777306022,Rest,kNN_predicted
NKX2-5,IRF6,0.5270371800991169,Rest,kNN_predicted
NKX2-5,LSR,0.5523865120999406,Rest,kNN_predicted
NKX2-5,SPINT2,0.5401270731982903,Rest,kNN_predicted
NKX2-6,CCL1,0.5298562006686119,Rest,kNN_predicted
NKX2-6,CFH,0.5604838378080962,Rest,kNN_predicted
NKX2-6,IL26,0.508652540880726,Rest,kNN_predicted
NKX2-8,BAIAP2L1,0.5803587976564331,Rest,kNN_predicted
NKX2-8,IRF6,0.5274571762672803,Rest,kNN_predicted
NKX2-8,LSR,0.5528267091622873,Rest,kNN_predicted
NKX2-8,SPINT2,0.5405575007082088,Rest,kNN_predicted
NKX3-2,IL5,0.5594227634472435,Rest,kNN_predicted
NKX6-2,CSF2RB,-0.5983953984684096,Rest,kNN_predicted
NKX6-2,HHLA2,0.5133886451981898,Rest,kNN_predicted
NKX6-2,RGS6,0.5333143034265271,Rest,kNN_predicted
NKX6-2,SIGLEC6,-0.7040470541622135,Rest,kNN_predicted
NKX6-2,TSHR,0.5058364393247936,Rest,kNN_predicted
NOBOX,PMCH,0.5823003107141208,Rest,kNN_predicted
NOTO,IL22,0.5411870970778856,Rest,kNN_predicted
NR1D2,PTGIS,0.5545043348435172,Rest,kNN_predicted
NR1H4,KLRB1,0.8174629016452029,Rest,kNN_predicted
NR1H4,PMCH,0.6010853255990813,Rest,kNN_predicted
NR2E1,KLRB1,0.5217354442687495,Rest,kNN_predicted
NR2F1,LYZ,-0.9247992097146448,Rest,kNN_predicted
NR2F1,TOX2,0.557871821887536,Rest,kNN_predicted
NR2F2,STON2,0.5557394666120812,Rest,kNN_predicted
NR4A3,GNLY,-0.5868932865734677,Rest,kNN_predicted
NR5A2,BVES,0.7255523143518516,Rest,kNN_predicted
NR5A2,EVI5L,-0.5670651978071494,Rest,kNN_predicted
NR5A2,STON2,0.5510186146372736,Rest,kNN_predicted
OLIG1,CCL1,0.6313107487774317,Rest,kNN_predicted
OLIG1,COL6A2,0.5250703160823658,Rest,kNN_predicted
OLIG1,CRTAM,0.5287568671949646,Rest,kNN_predicted
OLIG1,GNG4,0.5054264480072699,Rest,kNN_predicted
OLIG1,GNLY,0.5063896523683892,Rest,kNN_predicted
OLIG1,IL22,0.582986509004105,Rest,kNN_predicted
OLIG2,MT1G,0.5584583716546906,Rest,kNN_predicted
OLIG2,MT1H,0.7325598564792064,Rest,kNN_predicted
ONECUT1,KLRB1,0.5440636813126909,Rest,kNN_predicted
OTP,CSF2RB,-0.5785347707416965,Rest,kNN_predicted
OTX2,CCL1,0.6136873608569847,Rest,kNN_predicted
OTX2,CRTAM,0.8609050779142211,Rest,kNN_predicted
OVOL2,STON2,0.5309484174151867,Rest,kNN_predicted
PAX1,GNG4,0.6332970443243704,Rest,kNN_predicted
PAX1,SLC35G2,0.5071070107461202,Rest,kNN_predicted
PAX2,NEIL1,0.7785613103937095,Rest,kNN_predicted
PAX4,LYZ,-0.9361820353390173,Rest,kNN_predicted
PAX5,CCL1,0.5983955886403014,Rest,kNN_predicted
PAX5,CRTAM,0.5011886418938217,Rest,kNN_predicted
PAX6,LYZ,-0.9303713265622028,Rest,kNN_predicted
PAX6,RTKN2,-0.5869549426918185,Rest,kNN_predicted
PAX9,PMCH,1.000725139433229,Rest,kNN_predicted
PBX1,HLF,0.6131774581183789,Rest,kNN_predicted
PEG3,KLRB1,0.5283282574992547,Rest,kNN_predicted
PEG3,NR4A1,0.527654422928212,Rest,kNN_predicted
PGR,STON2,0.5472155923672106,Rest,kNN_predicted
PHOX2B,IL2,0.6584451563731837,Rest,kNN_predicted
PIN1,DMD,0.5362609548277657,Rest,kNN_predicted
PIN1,HLF,0.5278196737115711,Rest,kNN_predicted
PKNOX2,KLRB1,0.5416077221155,Rest,kNN_predicted
PLAG1,IL9R,-0.5083403145155427,Rest,kNN_predicted
PLAG1,IRX3,-0.6607235874439523,Rest,kNN_predicted
PLAG1,LYZ,-0.9803688702339362,Rest,kNN_predicted
PLAG1,ZBTB16,-0.5226277275789192,Rest,kNN_predicted
PLAGL1,ADAMTS1,-0.5136483242120106,Rest,kNN_predicted
PLAGL1,LYZ,-0.5051342267998294,Rest,kNN_predicted
PLAGL1,RTKN2,-0.6482713484830852,Rest,kNN_predicted
POU3F2,IL22,0.5383342994221869,Rest,kNN_predicted
POU3F3,IFIT2,0.5068361258262737,Rest,kNN_predicted
POU5F1B,NR4A1,0.5471411294731036,Rest,kNN_predicted
POU5F2,MT1G,0.6153781830115288,Rest,kNN_predicted
POU5F2,MT1H,0.8072246317870629,Rest,kNN_predicted
PPARG,GNLY,-0.5667317611518461,Rest,kNN_predicted
PRDM1,BAIAP2L1,0.5694627180673464,Rest,kNN_predicted
PRDM1,IL5,0.5072849842426769,Rest,kNN_predicted
PRDM1,IRF6,0.5175543103235722,Rest,kNN_predicted
PRDM1,KLRB1,0.8759575296182595,Rest,kNN_predicted
PRDM1,LSR,0.542447537094371,Rest,kNN_predicted
PRDM1,SPINT2,0.5304086797133711,Rest,kNN_predicted
PRDM10,GNLY,-0.7652969811733737,Rest,kNN_predicted
PRDM10,IFIT3,0.5450952830457606,Rest,kNN_predicted
PRDM16,FAM20C,0.6280741808407736,Rest,kNN_predicted
PRDM16,IL5,0.5034955040749597,Rest,kNN_predicted
PRDM16,KIF26A,0.5523110734294325,Rest,kNN_predicted
PRDM16,MAML3,0.5461692097957774,Rest,kNN_predicted
PRDM16,NEIL1,0.5008329101554218,Rest,kNN_predicted
PRDM16,ZNF347,0.5602674788225581,Rest,kNN_predicted
PRDM16,ZNF844,0.6588502878389048,Rest,kNN_predicted
PRDM16,ZSCAN18,0.7131710892238909,Rest,kNN_predicted
PRDM6,GNLY,-0.5730955253101487,Rest,kNN_predicted
PRDM6,IL3,0.7041688549858139,Rest,kNN_predicted
PRDM6,XIRP1,0.6167261142810404,Rest,kNN_predicted
PRDM8,CCL1,0.6229130529237858,Rest,kNN_predicted
PRDM8,CRTAM,0.8738472462790555,Rest,kNN_predicted
PRDM8,HMOX1,0.5044471466301661,Rest,kNN_predicted
PREB,ACE,-0.5168949803269351,Rest,kNN_predicted
PREB,GNLY,-0.8611643268293392,Rest,kNN_predicted
PROX1,FXYD2,0.6762548413690431,Rest,kNN_predicted
PROX1,GZMK,0.8460382154241012,Rest,kNN_predicted
PROX1,HLF,0.6991927737278398,Rest,kNN_predicted
PROX1,PYROXD2,0.5089861355508579,Rest,kNN_predicted
PROX1,TIMP2,0.5264114598283782,Rest,kNN_predicted
PROX2,STON2,0.549656453043342,Rest,kNN_predicted
PRRX1,PMCH,0.5846442552169183,Rest,kNN_predicted
PRRX2,GZMH,0.5050363618352351,Rest,kNN_predicted
PRRX2,LYZ,-0.9762665957371245,Rest,kNN_predicted
RAG1,RNF130,0.6303968872925632,Rest,kNN_predicted
RAG1,SPP1,0.5159251902441523,Rest,kNN_predicted
RBSN,STON2,0.5661583313564686,Rest,kNN_predicted
RFX4,SPP1,0.5195990847621087,Rest,kNN_predicted
RFX6,IL5,0.5003624013589411,Rest,kNN_predicted
RHOXF1,IL5,0.5156521310463235,Rest,kNN_predicted
RORA,STON2,0.5415867409966238,Rest,kNN_predicted
RORA,TCN2,0.576024609206919,Rest,kNN_predicted
RORB,PTGIS,0.6545665470187525,Rest,kNN_predicted
RORC,CCL1,0.5218075850589255,Rest,kNN_predicted
RORC,CFH,0.5519699826144291,Rest,kNN_predicted
RORC,CSF2,0.8642849144526595,Rest,kNN_predicted
RORC,IFNG,0.7643472562347007,Rest,kNN_predicted
RORC,IL2,0.6084446367858158,Rest,kNN_predicted
RORC,IL26,0.5009260128618537,Rest,kNN_predicted
RORC,IL3,0.6571728576497388,Rest,kNN_predicted
SAFB2,CCL1,0.6092325533972136,Rest,kNN_predicted
SAFB2,CRTAM,0.8546556965388389,Rest,kNN_predicted
SAFB2,IL3,0.5273917407975578,Rest,kNN_predicted
SAFB2,SDC4,0.5001747694258242,Rest,kNN_predicted
SALL1,CCL1,0.6103139759555645,Rest,kNN_predicted
SATB2,XCL2,0.5603645755451544,Rest,kNN_predicted
SCRT1,SPP1,0.5094162545081593,Rest,kNN_predicted
SCX,GNLY,-0.8808759812007736,Rest,kNN_predicted
SEBOX,SPP1,0.9224938461616291,Rest,kNN_predicted
SETDB2,CD101,0.5026425059852645,Rest,kNN_predicted
SETDB2,STON2,0.5422072759873888,Rest,kNN_predicted
SHOX,PMCH,0.6241030366084767,Rest,kNN_predicted
SIM1,GPR15,-0.5076178306654935,Rest,kNN_predicted
SIM1,LYZ,-0.9837952594816574,Rest,kNN_predicted
SIM1,SPP1,0.5373520352604307,Rest,kNN_predicted
SIX5,NEIL1,0.7511834511360157,Rest,kNN_predicted
SKIL,IL22,0.5691777053506372,Rest,kNN_predicted
SKOR2,CCL1,0.6104042758062831,Rest,kNN_predicted
SKOR2,CFH,0.6277511382377629,Rest,kNN_predicted
SKOR2,CRTAM,0.8562994354134102,Rest,kNN_predicted
SMAD1,CCL1,0.64563390624835,Rest,kNN_predicted
SMAD1,CRTAM,0.9057209644771071,Rest,kNN_predicted
SMAD1,HMOX1,0.5228469370580306,Rest,kNN_predicted
SMAD3,ARHGEF10,0.5624458042611605,Rest,kNN_predicted
SNAI1,CFH,0.513272930449628,Rest,kNN_predicted
SNAI2,PMCH,0.5771458077790257,Rest,kNN_predicted
SNAI3,TTBK1,0.5009756053500644,Rest,kNN_predicted
SNAPC2,GNLY,-0.5589488718141777,Rest,kNN_predicted
SNAPC2,IL22,0.5298927581975726,Rest,kNN_predicted
SNAPC2,IL5,0.5364036690509804,Rest,kNN_predicted
SNAPC4,IL5,0.518397801040985,Rest,kNN_predicted
SON,GNLY,-0.7252873128248906,Rest,kNN_predicted
SOX10,PLXNA4,0.5221366114654827,Rest,kNN_predicted
SOX12,HHLA2,0.5734370925751077,Rest,kNN_predicted
SOX12,LGMN,0.6831627691657841,Rest,kNN_predicted
SOX12,SPP1,0.6181487786826098,Rest,kNN_predicted
SOX12,STON2,0.5596146138589052,Rest,kNN_predicted
SOX13,IL5,0.5167577525380214,Rest,kNN_predicted
SOX14,GNG8,0.5339685385248311,Rest,kNN_predicted
SOX14,L1CAM,0.5013641532130334,Rest,kNN_predicted
SOX14,SLC35G2,0.5331374375632177,Rest,kNN_predicted
SOX14,SYP,0.5142965370597019,Rest,kNN_predicted
SOX18,IL2,0.5784323448597365,Rest,kNN_predicted
SOX2,GZMK,0.5094167729717205,Rest,kNN_predicted
SOX2,LHFPL6,0.5426655610340905,Rest,kNN_predicted
SOX2,PMCH,0.5436467554177601,Rest,kNN_predicted
SOX2,SPP1,0.6892633496442225,Rest,kNN_predicted
SOX21,LYZ,-0.9033344498837151,Rest,kNN_predicted
SOX3,MT1G,0.5541712048470385,Rest,kNN_predicted
SOX3,MT1H,0.726936149394271,Rest,kNN_predicted
SOX5,KLRB1,0.5397925824609312,Rest,kNN_predicted
SOX6,KLRB1,0.5317616653346482,Rest,kNN_predicted
SOX7,KLRG1,0.540110554951208,Rest,kNN_predicted
