source,target,predicted_log2FC,predicted_direction,abs_predicted_log2FC,method,state,embedding_mode,k,metric
HSF1,IRF6,0.6115314741199767,up,0.6115314741199767,kNN_predicted_perturb_net,CD4_rest,pca_perturbseq_file,10,cosine
HSF1,LSR,0.6409447962759298,up,0.6409447962759298,kNN_predicted_perturb_net,CD4_rest,pca_perturbseq_file,10,cosine
HSF1,SPINT1,0.5433288002659841,up,0.5433288002659841,kNN_predicted_perturb_net,CD4_rest,pca_perturbseq_file,10,cosine
HSF1,SPINT2,0.984365907811155,up,0.984365907811155,kNN_predicted_perturb_net,CD4_rest,pca_perturbseq_file,10,cosine
IRF4,DHRS3,0.5492080329078708,up,0.5492080329078708,kNN_predicted_perturb_net,CD4_rest,pca_perturbseq_file,10,cosine
IRF4,FCGBP,0.5110306892152648,up,0.5110306892152648,kNN_predicted_perturb_net,CD4_rest,pca_perturbseq_file,10,cosine
IRF4,NRP2,0.5629974574303908,up,0.5629974574303908,kNN_predicted_perturb_net,CD4_rest,pca_perturbseq_file,10,cosine
IRF4,SERPINB6,0.7367530983667742,up,0.7367530983667742,kNN_predicted_perturb_net,CD4_rest,pca_perturbseq_file,10,cosine
IRF4,ZSCAN18,0.513915054804903,up,0.513915054804903,kNN_predicted_perturb_net,CD4_rest,pca_perturbseq_file,10,cosine
IRF7,CCL4,0.642760552438023,up,0.642760552438023,kNN_predicted_perturb_net,CD4_rest,pca_perturbseq_file,10,cosine
IRF7,CTHRC1,0.5091580836191423,up,0.5091580836191423,kNN_predicted_perturb_net,CD4_rest,pca_perturbseq_file,10,cosine
IRF7,LAG3,0.6816525224934091,up,0.6816525224934091,kNN_predicted_perturb_net,CD4_rest,pca_perturbseq_file,10,cosine
IRF7,NCR3LG1,0.6100004131344177,up,0.6100004131344177,kNN_predicted_perturb_net,CD4_rest,pca_perturbseq_file,10,cosine
IRF7,PRRX2,0.7505175076829234,up,0.7505175076829234,kNN_predicted_perturb_net,CD4_rest,pca_perturbseq_file,10,cosine
IRF7,PTPN3,0.557076484206993,up,0.557076484206993,kNN_predicted_perturb_net,CD4_rest,pca_perturbseq_file,10,cosine
IRF7,TNFRSF9,0.5288111970376783,up,0.5288111970376783,kNN_predicted_perturb_net,CD4_rest,pca_perturbseq_file,10,cosine
IRF8,B3GALT2,-0.5632231219580024,down,0.5632231219580024,kNN_predicted_perturb_net,CD4_rest,pca_perturbseq_file,10,cosine
