candidate_TF,neighbor_rank,neighbor_TF_in_perturbseq_rest,distance,similarity_approx
HIF1A,3,NR1H2,0.48905997593421713,0.5109400240657829
HIF1A,4,STAT3,0.4921813516316623,0.5078186483683377
HIF1A,5,ZNF384,0.5477678401681778,0.4522321598318222
HIF1A,6,SREBF2,0.5675458320418387,0.4324541679581613
HIF1A,7,SP1,0.570529996791082,0.42947000320891804
HIF1A,8,WIZ,0.5746080950171134,0.4253919049828866
HIF1A,9,SETDB1,0.5825769969922414,0.4174230030077586
HIF1A,10,ZNF296,0.5878642915827863,0.4121357084172137
HIVEP1,1,THRA,0.19366776423763055,0.8063322357623695
HIVEP1,2,ZNF75A,0.20040499742544904,0.799595002574551
HIVEP1,3,ZNF76,0.2172928226603712,0.7827071773396288
HIVEP1,4,ZSCAN25,0.22945297545621868,0.7705470245437813
HIVEP1,5,ETS2,0.23867064526267023,0.7613293547373298
HIVEP1,6,NPAS2,0.24278415425326338,0.7572158457467366
HIVEP1,7,REXO4,0.24698881630390457,0.7530111836960954
HIVEP1,8,TCFL5,0.25290742666043897,0.747092573339561
HIVEP1,9,ZNF18,0.25586839266382255,0.7441316073361774
HIVEP1,10,NFAT5,0.26483385749155575,0.7351661425084443
HIVEP2,1,ZSCAN25,0.31271782041442453,0.6872821795855755
HIVEP2,2,ATMIN,0.33340702194625527,0.6665929780537447
HIVEP2,3,HOXB4,0.3628579285209388,0.6371420714790612
HIVEP2,4,ZNF561,0.36689366217597097,0.633106337824029
HIVEP2,5,ETV2,0.37448278544181124,0.6255172145581888
HIVEP2,6,ATF1,0.3773176162046704,0.6226823837953296
HIVEP2,7,MYC,0.3923938566034443,0.6076061433965557
HIVEP2,8,NR2C1,0.3985399763392842,0.6014600236607158
HIVEP2,9,ZNF664,0.4010794034953339,0.5989205965046661
HIVEP2,10,POU6F1,0.4153995274920168,0.5846004725079832
HIVEP3,1,NR2C1,0.23398159361460935,0.7660184063853906
HIVEP3,2,POU6F1,0.28588484675380765,0.7141151532461923
HIVEP3,3,HOXB4,0.29744167721861814,0.7025583227813819
HIVEP3,4,ZNF263,0.3207852960781369,0.6792147039218631
HIVEP3,5,ETV2,0.3316374483659388,0.6683625516340612
HIVEP3,6,ZNF426,0.35473213878720755,0.6452678612127924
HIVEP3,7,PURB,0.35666860342575013,0.6433313965742499
HIVEP3,8,ATF1,0.35761473629278007,0.6423852637072199
HIVEP3,9,ZSCAN25,0.35820515074025605,0.641794849259744
HIVEP3,10,REXO4,0.36598773312855715,0.6340122668714429
HLF,1,ZNF764,0.45902257083625475,0.5409774291637452
HLF,2,ZBTB22,0.4926088700359593,0.5073911299640407
HLF,3,ZNF184,0.5369588255669948,0.4630411744330052
HLF,4,ZSCAN21,0.5782797823383807,0.42172021766161927
HLF,5,TERF1,0.5831577574279423,0.4168422425720577
HLF,6,ZNF322,0.5943465550475375,0.40565344495246247
HLF,7,TCF12,0.6002839113200463,0.3997160886799537
HLF,8,PHF1,0.6034006223256134,0.3965993776743866
HLF,9,ZNF507,0.6095587145762189,0.3904412854237811
HLF,10,AHDC1,0.6136191977961025,0.3863808022038975
HMGA1,1,ZNF470,0.23351453344323592,0.7664854665567641
HMGA1,2,TCFL5,0.2592852257254269,0.7407147742745731
HMGA1,3,ZNF646,0.32563715276379923,0.6743628472362008
HMGA1,4,ZNF786,0.3686704748852909,0.6313295251147091
HMGA1,5,ADNP,0.3753346809319811,0.6246653190680189
HMGA1,6,MTERF2,0.40384545106745984,0.5961545489325402
HMGA1,7,KAT7,0.4091271941287864,0.5908728058712136
HMGA1,8,MYNN,0.41082043818123437,0.5891795618187656
HMGA1,9,ZNF18,0.41625947814270303,0.583740521857297
HMGA1,10,ZNF785,0.4191655922936499,0.5808344077063501
HMGB2,1,ZSCAN26,0.3423837450882877,0.6576162549117123
HMGB2,2,ZFP82,0.34990582892295063,0.6500941710770494
HMGB2,3,RLF,0.38505667747927985,0.6149433225207201
HMGB2,4,FLI1,0.4427167194447029,0.5572832805552971
HMGB2,5,ZNF133,0.46044715429255456,0.5395528457074454
HMGB2,6,TBPL1,0.47412538894388845,0.5258746110561116
HMGB2,7,ZFX,0.48180371756721185,0.5181962824327881
HMGB2,8,CREBL2,0.4954206162299333,0.5045793837700667
HMGB2,9,AHDC1,0.4966911502217807,0.5033088497782193
HMGB2,10,MXD1,0.5083121445105695,0.4916878554894305
HMGN3,1,PRMT3,0.23649538150378402,0.763504618496216
HMGN3,2,SMAD4,0.41885269315430373,0.5811473068456963
HMGN3,3,TBX21,0.44115737996690263,0.5588426200330974
HMGN3,4,ZNF260,0.4563100256614403,0.5436899743385597
HMGN3,5,BPTF,0.4845743172049146,0.5154256827950854
HMGN3,6,ELF4,0.49702792759941217,0.5029720724005878
HMGN3,7,ZSCAN29,0.5004196511299412,0.49958034887005875
HMGN3,8,ZNF672,0.5011317321098321,0.4988682678901679
HMGN3,9,RLF,0.5031843038804433,0.49681569611955667
HMGN3,10,ZBTB40,0.5049576040814334,0.4950423959185666
HOXB2,1,ZBTB7A,0.28310602608428703,0.716893973915713
HOXB2,2,ZNF318,0.3384319853814146,0.6615680146185854
HOXB2,3,ZNF682,0.38244051062571904,0.617559489374281
HOXB2,4,NR2C2,0.3922107549319189,0.6077892450680811
HOXB2,5,ZFP14,0.4170007222245463,0.5829992777754537
HOXB2,6,ZNF317,0.4209502335222005,0.5790497664777995
HOXB2,7,ZNF354B,0.4268089800735829,0.5731910199264171
HOXB2,8,USF3,0.42884400833971226,0.5711559916602877
HOXB2,9,ZSCAN29,0.4296928466064319,0.5703071533935681
HOXB2,10,MSANTD4,0.467709908114037,0.532290091885963
HSF1,1,CGGBP1,0.37617817558764044,0.6238218244123596
HSF1,2,ZEB1,0.4018461964392406,0.5981538035607594
HSF1,3,ELF4,0.43190787785055285,0.5680921221494472
HSF1,4,ZNF71,0.44368044041206733,0.5563195595879327
HSF1,5,ZBTB14,0.489117391112288,0.510882608887712
HSF1,6,STAT3,0.4940919315585469,0.5059080684414531
HSF1,7,CREBL2,0.5026448500314845,0.4973551499685155
HSF1,8,ATF4,0.505566287112113,0.49443371288788696
HSF1,9,ZNF827,0.5190519229141641,0.48094807708583587
HSF1,10,RBCK1,0.5260625326395264,0.4739374673604736
IKZF4,1,FOXP4,0.308386713780085,0.691613286219915
IKZF4,2,STAT6,0.42230425903339186,0.5776957409666081
IKZF4,3,ZNF736,0.44275009766441686,0.5572499023355831
IKZF4,4,JUNB,0.44493559719303666,0.5550644028069633
IKZF4,5,ZNF644,0.45312761486955944,0.5468723851304406
IKZF4,6,KLF11,0.45641719996910746,0.5435828000308925
IKZF4,7,RBAK,0.4788601238871477,0.5211398761128523
IKZF4,8,NCOA1,0.4871382481343087,0.5128617518656913
IKZF4,9,ZNF296,0.5072939651225379,0.4927060348774621
IKZF4,10,ZNF22,0.5574721621228934,0.4425278378771066
IRF3,1,ZNF682,0.20484816168241726,0.7951518383175827
IRF3,2,ZFAT,0.2578787863622388,0.7421212136377612
IRF3,3,ZNF318,0.2743436370239135,0.7256563629760865
IRF3,4,ZBTB37,0.2827634782715922,0.7172365217284078
IRF3,5,ZFP14,0.3079516566393933,0.6920483433606067
IRF3,6,ZNF398,0.31681323299800934,0.6831867670019907
IRF3,7,JRK,0.34369370550090905,0.656306294499091
IRF3,8,ZNF700,0.3529431086373036,0.6470568913626964
IRF3,9,ZBTB48,0.35333613680972353,0.6466638631902765
IRF3,10,ZHX3,0.35400474034899876,0.6459952596510012
IRF4,1,JUNB,0.17331975948717115,0.8266802405128288
IRF4,2,ZNF644,0.3131819702374601,0.6868180297625399
IRF4,3,NCOA1,0.32121302363938153,0.6787869763606185
IRF4,4,BATF,0.34093302434404515,0.6590669756559548
IRF4,5,ZNF384,0.3493290429709699,0.6506709570290301
IRF4,6,STAT3,0.37747155766358287,0.6225284423364171
IRF4,7,KLF11,0.4095527895180794,0.5904472104819206
IRF4,8,ZHX2,0.42167048123139506,0.5783295187686049
IRF4,9,SETDB1,0.44729291608358146,0.5527070839164185
IRF4,10,FOXP4,0.4565468270279599,0.5434531729720401
IRF5,1,ZNF354B,0.23145514388500865,0.7685448561149913
IRF5,2,POGK,0.3099165537729752,0.6900834462270248
IRF5,3,FBXL19,0.3453426949019076,0.6546573050980924
IRF5,4,BPTF,0.3589677815166562,0.6410322184833438
IRF5,5,GTF3A,0.3597946532994424,0.6402053467005576
IRF5,6,CLOCK,0.3622088439109987,0.6377911560890013
IRF5,7,ZNF682,0.3655816579644836,0.6344183420355164
IRF5,8,REST,0.37496697652632816,0.6250330234736718
IRF5,9,MYSM1,0.4107731106589435,0.5892268893410565
IRF5,10,ZNF776,0.41210044556853076,0.5878995544314692
IRF7,1,THAP11,0.22939062126315157,0.7706093787368484
IRF7,2,FOXP3,0.25186578445521546,0.7481342155447845
IRF7,3,ZNF14,0.2678830934670514,0.7321169065329486
IRF7,4,ZNF470,0.2695912554919463,0.7304087445080537
IRF7,5,MYNN,0.3228713074704729,0.6771286925295271
IRF7,6,ZXDC,0.32681637830976074,0.6731836216902393
IRF7,7,MTERF2,0.34338887722011313,0.6566111227798869
IRF7,8,ZHX1,0.34556534798138616,0.6544346520186138
IRF7,9,ZNF43,0.348157365022981,0.651842634977019
IRF7,10,ZNF613,0.3562902785580855,0.6437097214419145
IRF8,1,RFX5,0.38710619946111924,0.6128938005388808
IRF8,2,ZFP64,0.4173393684362129,0.5826606315637871
IRF8,3,CSRNP2,0.42619002312188103,0.573809976878119
IRF8,4,FOXP3,0.4317759434762789,0.5682240565237211
IRF8,5,ZNF800,0.4391092590389858,0.5608907409610142
IRF8,6,ZNF43,0.44242568396546034,0.5575743160345397
IRF8,7,ZNF613,0.4435969171329862,0.5564030828670138
IRF8,8,CXXC1,0.4502962146511319,0.5497037853488681
IRF8,9,ZNF410,0.46010085048374394,0.5398991495162561
IRF8,10,PRR12,0.4609160871396507,0.5390839128603493
IRF9,1,IRF1,0.42816637484582787,0.5718336251541721
IRF9,2,ETS2,0.6027227457365071,0.3972772542634929
IRF9,3,STAT1,0.6071471707379441,0.3928528292620559
IRF9,4,PRDM15,0.6392614632707606,0.3607385367292394
IRF9,5,ZNF430,0.6395282837692611,0.3604717162307389
IRF9,6,ZNF148,0.6597891559722802,0.34021084402771984
IRF9,7,STAT2,0.6786475255516256,0.32135247444837445
IRF9,8,ZNF496,0.6822644666636715,0.31773553333632854
IRF9,9,RARG,0.6870915836317691,0.31290841636823086
IRF9,10,AHRR,0.6885579300587915,0.3114420699412085
JUN,1,ATF4,0.3406476638574685,0.6593523361425315
JUN,2,E2F1,0.37837888699633293,0.6216211130036671
JUN,3,ZNF35,0.3819969786552958,0.6180030213447042
JUN,4,STAT3,0.38213232277136056,0.6178676772286394
JUN,5,ZNF71,0.38554505279276063,0.6144549472072394
JUN,6,ZNF180,0.3891389495366011,0.6108610504633989
JUN,7,YY1,0.39656856985776556,0.6034314301422344
JUN,8,TFAP4,0.4036951664545987,0.5963048335454013
JUN,9,SP140,0.40570596793654623,0.5942940320634538
JUN,10,NFE2L1,0.4125553540850311,0.5874446459149689
KCMF1,1,ZHX3,0.25957568950289556,0.7404243104971044
KCMF1,2,FBXL19,0.28950125513925096,0.710498744860749
KCMF1,3,E2F1,0.29936106039376875,0.7006389396062312
KCMF1,4,CLOCK,0.30647442424804383,0.6935255757519562
KCMF1,5,NFE2L1,0.3112645131845555,0.6887354868154445
KCMF1,6,POGK,0.3153425422416527,0.6846574577583473
KCMF1,7,ZBTB37,0.3265666625319238,0.6734333374680762
KCMF1,8,ZNF398,0.33465174500330763,0.6653482549966924
KCMF1,9,ZNF526,0.33497331218107684,0.6650266878189232
KCMF1,10,ZNF180,0.335051668345251,0.664948331654749
KDM2B,1,TGIF2,0.49720466975023925,0.5027953302497608
KDM2B,2,ZNF296,0.5052962411412814,0.49470375885871865
KDM2B,3,ZNF526,0.507726215415441,0.49227378458455895
KDM2B,4,CAMTA1,0.5089648206051528,0.4910351793948472
KDM2B,5,ZNF213,0.5171959103533259,0.4828040896466741
KDM2B,6,STAT2,0.517850224746497,0.482149775253503
KDM2B,7,KLF3,0.520851746253673,0.47914825374632697
KDM2B,8,MAFG,0.545246700112304,0.45475329988769597
KDM2B,9,ZNF398,0.5505193068310286,0.44948069316897143
KDM2B,10,ZNF684,0.564968431799032,0.435031568200968
KDM5B,1,SP3,0.32959547340423634,0.6704045265957637
KDM5B,2,JUNB,0.3324093357217791,0.6675906642782209
KDM5B,3,TET2,0.3689920609517733,0.6310079390482267
KDM5B,4,ZNF184,0.44901982522105854,0.5509801747789415
KDM5B,5,ZNF736,0.4490229949173534,0.5509770050826466
KDM5B,6,ZNF384,0.4527349244052914,0.5472650755947086
KDM5B,7,ZNF562,0.4637743862873772,0.5362256137126228
KDM5B,8,SREBF2,0.4753852037890228,0.5246147962109772
KDM5B,9,E2F8,0.4768394882930247,0.5231605117069753
KDM5B,10,KLF11,0.4976636424546472,0.5023363575453528
KLF12,1,MXD1,0.3019355885356162,0.6980644114643838
KLF12,2,STAT3,0.3722251407574263,0.6277748592425737
KLF12,3,ZNF322,0.39716646897499785,0.6028335310250021
KLF12,4,YY1,0.39942677618924227,0.6005732238107577
KLF12,5,ZNF133,0.40806513405796796,0.591934865942032
KLF12,6,ATF4,0.4186505839198871,0.5813494160801129
KLF12,7,ZNF71,0.42290221731258015,0.5770977826874198
KLF12,8,ZNF655,0.4294038626887149,0.5705961373112851
KLF12,9,ZNF35,0.4382585613754697,0.5617414386245303
KLF12,10,MTF2,0.4520403372849008,0.5479596627150992
KLF13,1,ELF4,0.4039706112608207,0.5960293887391793
KLF13,2,SMAD4,0.437728208562534,0.562271791437466
KLF13,3,PRMT3,0.4416673452894798,0.5583326547105202
KLF13,4,ZNF384,0.46645491911749104,0.533545080882509
KLF13,5,ZBTB14,0.49985421605686375,0.5001457839431362
KLF13,6,NR1H2,0.5106797909371432,0.4893202090628568
KLF13,7,ZNF184,0.5380199174811451,0.4619800825188549
KLF13,8,NR4A1,0.5452796095146295,0.4547203904853705
KLF13,9,TBX21,0.5503731496081743,0.4496268503918257
KLF13,10,SREBF2,0.5506893511046977,0.44931064889530226
KLF4,1,ZBTB37,0.24311765159965437,0.7568823484003456
KLF4,2,ZNF318,0.30584642488742475,0.6941535751125752
KLF4,3,ZNF682,0.3189915254551672,0.6810084745448328
KLF4,4,MLX,0.3450234013158636,0.6549765986841364
KLF4,5,JUND,0.3654660913966933,0.6345339086033067
KLF4,6,ZNF180,0.38134328125883654,0.6186567187411635
KLF4,7,FBXL19,0.39162043752723663,0.6083795624727634
KLF4,8,REST,0.3933434319689906,0.6066565680310094
KLF4,9,ZNF227,0.39993495605821194,0.6000650439417881
KLF4,10,ZFAT,0.40616622609103936,0.5938337739089606
KLF5,1,ZNF764,0.460891193893912,0.539108806106088
KLF5,2,CREBZF,0.48683218616250623,0.5131678138374938
KLF5,3,ZNF311,0.5472289499472311,0.45277105005276885
KLF5,4,BACH1,0.5584512431247274,0.4415487568752726
KLF5,5,ATF7,0.5646077766061897,0.43539222339381034
KLF5,6,KLF9,0.5683684357820094,0.43163156421799065
KLF5,7,ZBTB22,0.5727014473465118,0.42729855265348815
KLF5,8,ZNF658,0.5728537507859506,0.4271462492140494
KLF5,9,GATA3,0.5793436088151404,0.42065639118485965
KLF5,10,ZBTB41,0.5819340761057341,0.4180659238942659
LEF1,1,ZNF770,0.45933226708390873,0.5406677329160913
LEF1,2,ZXDC,0.46294278999305694,0.5370572100069431
LEF1,3,BAZ2A,0.5053984300247101,0.4946015699752899
LEF1,4,ZNF280D,0.5121337620736358,0.4878662379263642
LEF1,5,PHF21A,0.5235611551566364,0.47643884484336363
LEF1,6,ZNF597,0.5339671754337961,0.4660328245662039
LEF1,7,ETS2,0.538299077748706,0.461700922251294
LEF1,8,ZNF816,0.5422199157020644,0.4577800842979356
LEF1,9,ZHX1,0.5427164812171141,0.45728351878288587
LEF1,10,SP100,0.5547093144228168,0.4452906855771832
LMO2,1,ZHX3,0.17899260362655556,0.8210073963734444
LMO2,2,ZNF35,0.1829092720645863,0.8170907279354137
LMO2,3,STAT3,0.19451786533387416,0.8054821346661258
LMO2,4,NFE2L1,0.23932689630122472,0.7606731036987753
LMO2,5,ZSCAN26,0.2623502763494209,0.7376497236505791
LMO2,6,ZNF710,0.2752762963941314,0.7247237036058686
LMO2,7,NR4A1,0.27794672613140303,0.722053273868597
LMO2,8,MXD1,0.27901666477364384,0.7209833352263562
LMO2,9,TP73,0.28194566436489943,0.7180543356351006
LMO2,10,ZNF71,0.2900373274643765,0.7099626725356235
MAFF,1,ETV2,0.22080097934453935,0.7791990206554607
MAFF,2,NPAS2,0.2685854506925358,0.7314145493074642
MAFF,3,ZNF189,0.27043344001034697,0.729566559989653
MAFF,4,TOPORS,0.29948826739743084,0.7005117326025692
MAFF,5,ZNF664,0.31905125056833217,0.6809487494316678
MAFF,6,ZNF18,0.31907835202987256,0.6809216479701274
MAFF,7,E2F3,0.3245303609540666,0.6754696390459334
MAFF,8,ZNF623,0.32682933222266464,0.6731706677773354
MAFF,9,ZNF75A,0.3303326126010936,0.6696673873989064
MAFF,10,ZSCAN22,0.33181527523098764,0.6681847247690124
MAFK,1,NR2C1,0.500976709994233,0.49902329000576695
MAFK,2,MSANTD4,0.5083771240484093,0.4916228759515907
MAFK,3,GATA3,0.5353082305053265,0.4646917694946735
MAFK,4,GABPA,0.5491088609117374,0.4508911390882626
MAFK,5,PRMT3,0.5580177476431744,0.44198225235682564
MAFK,6,RLF,0.5629138412149499,0.4370861587850501
MAFK,7,NFATC2,0.5716563094852292,0.42834369051477084
MAFK,8,ZNF354A,0.5788662249197785,0.42113377508022154
MAFK,9,SMAD4,0.5839265919849308,0.4160734080150692
MAFK,10,GPBP1,0.5966645141171286,0.4033354858828714
MAZ,1,TFE3,0.2976283338021394,0.7023716661978606
MAZ,2,ETV2,0.3834475389897938,0.6165524610102062
MAZ,3,ZNF200,0.38416335477814245,0.6158366452218575
MAZ,4,FOXO3,0.3889148575371003,0.6110851424628997
MAZ,5,STAT5A,0.43228166596558004,0.56771833403442
MAZ,6,ATF1,0.435975861185937,0.564024138814063
MAZ,7,ZNF426,0.43697900189262073,0.5630209981073793
MAZ,8,MEF2D,0.43849105158246604,0.561508948417534
MAZ,9,CREBZF,0.44649978466399753,0.5535002153360025
MAZ,10,NR2C1,0.4526985732280566,0.5473014267719434
MBD1,1,ZSCAN26,0.25863915112090363,0.7413608488790964
MBD1,2,CC2D1A,0.30019371052712596,0.699806289472874
MBD1,3,MXD1,0.35248112062581505,0.647518879374185
MBD1,4,ZHX3,0.3716820613922248,0.6283179386077752
MBD1,5,ZBTB48,0.38461908812143175,0.6153809118785682
MBD1,6,STAT3,0.4031803579809339,0.5968196420190661
MBD1,7,RBCK1,0.41114222275044965,0.5888577772495504
MBD1,8,RLF,0.41888846429299065,0.5811115357070094
MBD1,9,STAT2,0.4236580442514938,0.5763419557485062
MBD1,10,ZNF398,0.4277562233686598,0.5722437766313402
MBD3,1,ZNF232,0.565367295789369,0.43463270421063105
MBD3,2,ZNF410,0.5901412978442495,0.4098587021557505
MBD3,3,E2F8,0.6238277245908916,0.37617227540910836
MBD3,4,SPEN,0.6329896989263419,0.36701030107365806
MBD3,5,ZNF595,0.6544397592649758,0.3455602407350242
MBD3,6,FOXP3,0.6637385552365925,0.33626144476340747
MBD3,7,ZKSCAN5,0.6678587000325195,0.33214129996748054
MBD3,8,ZNF623,0.6708861977515599,0.3291138022484401
MBD3,9,ZNF22,0.676270974519656,0.323729025480344
MBD3,10,CIC,0.682121741241966,0.317878258758034
MBD4,1,HSF4,0.3238376242177444,0.6761623757822556
MBD4,2,ZBTB22,0.33954746354744514,0.6604525364525549
MBD4,3,GABPA,0.44225654353640165,0.5577434564635984
MBD4,4,FOXO3,0.46785020940583233,0.5321497905941677
MBD4,5,ZNF684,0.4805260553893075,0.5194739446106925
MBD4,6,E2F8,0.48284642550217893,0.5171535744978211
MBD4,7,ZNF354A,0.49006030704291526,0.5099396929570847
MBD4,8,ZNF550,0.5017298810604729,0.4982701189395271
MBD4,9,PHF20,0.5082492831457277,0.4917507168542723
MBD4,10,TBX21,0.5131968247175882,0.4868031752824118
MEF2C,1,RFX7,0.3760349016761648,0.6239650983238352
MEF2C,2,PHF1,0.42490661791592377,0.5750933820840762
MEF2C,3,ZNF620,0.4349280077720391,0.5650719922279609
MEF2C,4,ZNF213,0.4687064701808329,0.5312935298191671
MEF2C,5,ZNF550,0.46889297813919173,0.5311070218608083
MEF2C,6,ZNF264,0.4960377375211663,0.5039622624788337
MEF2C,7,ZNF354A,0.5037825501098837,0.4962174498901163
MEF2C,8,ZBTB22,0.5213374001127493,0.4786625998872507
MEF2C,9,STAT2,0.5319722109721967,0.4680277890278033
MEF2C,10,ZNF345,0.5390157997766748,0.4609842002233252
MEOX1,1,ZNF256,0.3520316807024818,0.6479683192975182
MEOX1,2,ETS2,0.3715128981099918,0.6284871018900082
MEOX1,3,AHRR,0.3750437542088906,0.6249562457911094
MEOX1,4,RARG,0.3814740719518376,0.6185259280481624
MEOX1,5,ZNF430,0.39274432005915083,0.6072556799408492
MEOX1,6,ZNF626,0.4086884913237262,0.5913115086762738
MEOX1,7,ATF7,0.4204379861205346,0.5795620138794654
MEOX1,8,ZNF653,0.4211472038975861,0.5788527961024139
MEOX1,9,DNTTIP1,0.4262570280148762,0.5737429719851238
MEOX1,10,ZNF597,0.4280631831435149,0.5719368168564851
MTERF3,1,GABPA,0.49155322248844235,0.5084467775115576
MTERF3,2,DOT1L,0.5798825638629059,0.42011743613709407
MTERF3,3,TFE3,0.6077333368819173,0.39226666311808267
MTERF3,4,ZNF282,0.6303275682597794,0.3696724317402206
MTERF3,5,MEF2A,0.6385221766171238,0.36147782338287615
MTERF3,6,ZBTB33,0.6561121212750562,0.34388787872494375
MTERF3,7,GPBP1,0.6565684757072034,0.34343152429279655
MTERF3,8,SP1,0.6593112800251612,0.34068871997483885
MTERF3,9,NFATC2,0.6656634025891629,0.3343365974108371
MTERF3,10,ZNF566,0.6673368216473647,0.33266317835263526
MTF1,1,ZNF706,0.30207189729820494,0.6979281027017951
MTF1,2,MAFG,0.43598423999228353,0.5640157600077165
MTF1,3,SETDB1,0.4437460418123015,0.5562539581876985
MTF1,4,ZNF681,0.45934010768619304,0.540659892313807
MTF1,5,ZNF710,0.4647825565281085,0.5352174434718915
MTF1,6,ATF6B,0.47052039534598833,0.5294796046540117
MTF1,7,ZNF101,0.47156541831132814,0.5284345816886719
MTF1,8,FBXL19,0.474973966885363,0.525026033114637
MTF1,9,NR2C2,0.4888427257803376,0.5111572742196624
MTF1,10,ZNF776,0.4935814084687048,0.5064185915312952
MXI1,1,MAFG,0.4420343106398814,0.5579656893601186
MXI1,2,CAMTA1,0.44933948464135154,0.5506605153586485
MXI1,3,ZNF681,0.46907549051512065,0.5309245094848793
MXI1,4,ZNF398,0.4765971620153713,0.5234028379846287
MXI1,5,NR1H2,0.47784428587526995,0.52215571412473
MXI1,6,SMAD4,0.534528790219582,0.465471209780418
MXI1,7,ELF4,0.5421767311947535,0.4578232688052465
MXI1,8,TGIF2,0.5433420049687359,0.45665799503126414
MXI1,9,ZNF296,0.543676649074432,0.45632335092556797
MXI1,10,TBX21,0.54924477385658,0.45075522614342
MYBL1,1,ZNF526,0.32500809967279476,0.6749919003272052
MYBL1,2,ZNF398,0.36165969792033237,0.6383403020796676
MYBL1,3,TGIF2,0.3905501145000443,0.6094498854999557
MYBL1,4,CC2D1A,0.3909874968556831,0.6090125031443169
MYBL1,5,ZNF213,0.39462171105255506,0.6053782889474449
MYBL1,6,IKZF1,0.42133515249747044,0.5786648475025296
MYBL1,7,ZNF586,0.42875227930636484,0.5712477206936352
MYBL1,8,MYSM1,0.4364109673446047,0.5635890326553953
MYBL1,9,CAMTA1,0.44082047976289584,0.5591795202371042
MYBL1,10,FBXL19,0.4436541798230864,0.5563458201769136
NFATC1,1,TET2,0.3370751810204783,0.6629248189795217
NFATC1,2,SREBF2,0.3517004485395052,0.6482995514604948
NFATC1,3,ZNF184,0.37998941654376317,0.6200105834562368
NFATC1,4,ZNF384,0.38627567995973366,0.6137243200402663
NFATC1,5,ZNF766,0.42821607430823094,0.5717839256917691
NFATC1,6,YY1,0.45272479406003696,0.547275205939963
NFATC1,7,MXD1,0.49362091143098763,0.5063790885690124
NFATC1,8,ZNF589,0.5116438991772589,0.48835610082274106
NFATC1,9,BHLHE40,0.5188618692107422,0.4811381307892578
NFATC1,10,SP3,0.5272404453912076,0.4727595546087924
NFE2L3,1,NFAT5,0.21527413753152136,0.7847258624684786
NFE2L3,2,ZNF394,0.22517140235940236,0.7748285976405976
NFE2L3,3,SRF,0.245259549234341,0.754740450765659
NFE2L3,4,ZNF7,0.24947120525743194,0.7505287947425681
NFE2L3,5,PHF21A,0.2514367203189509,0.7485632796810491
NFE2L3,6,ZNF646,0.2561157834264314,0.7438842165735686
NFE2L3,7,REPIN1,0.26880024699372695,0.731199753006273
NFE2L3,8,ZBTB9,0.2691458201483323,0.7308541798516677
NFE2L3,9,ZNF221,0.27170001699585333,0.7282999830041467
NFE2L3,10,ZNF689,0.2727526686801943,0.7272473313198057
NFIB,1,ZNF296,0.27691146297740443,0.7230885370225956
NFIB,2,BATF3,0.3619684916702349,0.6380315083297651
NFIB,3,ARID5A,0.3734100508908915,0.6265899491091085
NFIB,4,CAMTA1,0.43542138027838895,0.564578619721611
NFIB,5,ZNF736,0.44095197161567146,0.5590480283843285
NFIB,6,FOXO3,0.44564560073876913,0.5543543992612309
NFIB,7,GABPA,0.45226467801628345,0.5477353219837165
NFIB,8,JUNB,0.4602806952413735,0.5397193047586265
NFIB,9,ZBTB22,0.4756917759899607,0.5243082240100393
NFIB,10,ZNF714,0.4892889612038709,0.5107110387961291
NFIC,1,CC2D1A,0.34049034824830915,0.6595096517516909
NFIC,2,ZBTB48,0.34332022362861214,0.6566797763713879
NFIC,3,ZHX3,0.3465619688853615,0.6534380311146385
NFIC,4,NR4A1,0.3971171203236822,0.6028828796763178
NFIC,5,ZFP14,0.3978898803192822,0.6021101196807178
NFIC,6,ZNF398,0.40108678308392554,0.5989132169160745
NFIC,7,ZSCAN26,0.4182767602985018,0.5817232397014982
NFIC,8,ZNF260,0.42028355169635556,0.5797164483036444
NFIC,9,TP73,0.43445906294153225,0.5655409370584678
NFIC,10,ZNF619,0.4376799261104669,0.5623200738895331
NPDC1,1,NFATC2,0.3147993972006341,0.6852006027993659
NPDC1,2,ETV2,0.392302646840739,0.607697353159261
NPDC1,3,ZNF337,0.399248738133103,0.600751261866897
NPDC1,4,ZNF253,0.40920461133931807,0.5907953886606819
NPDC1,5,ATMIN,0.42600566365248926,0.5739943363475107
NPDC1,6,ZKSCAN1,0.45568081165303287,0.5443191883469671
NPDC1,7,PURA,0.48195924677926116,0.5180407532207388
NPDC1,8,CREBZF,0.4826337957598019,0.5173662042401981
NPDC1,9,ZNF583,0.49081335652628366,0.5091866434737163
NPDC1,10,ZNF189,0.49098429616676287,0.5090157038332371
NR1D2,1,ZNF92,0.5196280162067453,0.48037198379325474
NR1D2,2,ATF4,0.5384538933921881,0.4615461066078119
NR1D2,3,BHLHE40,0.5412501511890223,0.4587498488109777
NR1D2,4,ZEB1,0.5613987303741493,0.43860126962585066
NR1D2,5,ELF4,0.5812243807548083,0.4187756192451917
NR1D2,6,REL,0.6008569899158986,0.39914301008410136
NR1D2,7,PPARA,0.6049045072155074,0.39509549278449263
NR1D2,8,ZNF766,0.6231421336260794,0.3768578663739206
NR1D2,9,TBX21,0.6396257359409427,0.36037426405905726
NR1D2,10,ZBTB14,0.6473234603985206,0.3526765396014794
