tf,target,importance
ATF4,TUBB4B,0.3035615602699479
ATF4,TUBE1,0.429016852843954
ATF4,TULP3,0.4244820629127606
ATF4,TVP23B,0.1032260708038373
ATF4,TXNL4B,0.1845388485480997
ATF4,U2AF1L4,0.0551919754468801
ATF4,U2AF2,0.072689914911858
ATF4,U2SURP,0.1687049566937754
ATF4,UBA2,0.0285182821557034
ATF4,UBC,0.2118464436133395
ATF4,UBE2D3,0.0380389039484026
ATF4,UBE2E1,0.0523004904560097
ATF4,UBN1,0.1604736860345853
ATF4,UBXN2B,0.2408471026439709
ATF4,UCHL1,0.8031546708116517
ATF4,UEVLD,0.1257848335501744
ATF4,UHMK1,0.1354157408780384
ATF4,UNC50,0.4501739351411593
ATF4,URM1,0.1333365094500164
ATF4,USMG5,0.0245882443874817
ATF4,USP16,0.0344337165275664
ATF4,USP30-AS1,0.0628620788336145
ATF4,USP36,0.2549084895737237
ATF4,USP53,0.6559391034208777
ATF4,USP7,0.0789607952320405
ATF4,USP8,0.0752473631892931
ATF4,UTP3,0.1643160597176742
ATF4,VIMP,0.0620908472535585
ATF4,VLDLR,0.4083813511033156
ATF4,VLDLR-AS1,0.0282269433897464
ATF4,VMA21,0.0382492098427087
ATF4,VPS25,0.0418941285129646
ATF4,VTA1,0.1064716942977643
ATF4,VWCE,0.9200329770156732
ATF4,WARS,0.158569768242813
ATF4,WASH5P,0.1968349239744683
ATF4,WDR26,0.1039535069571258
ATF4,WDR45,0.100383414995503
ATF4,WDR46,0.0291244536094988
ATF4,WDR82,0.0975660569920586
ATF4,XIAP,0.2391023757965861
ATF4,XPOT,0.0838695936258523
ATF4,XPR1,0.0980084883120374
ATF4,YARS,0.8768162281909991
ATF4,YME1L1,0.03652199962622
ATF4,YRDC,0.0371369652729222
ATF4,ZDHHC18,0.0949371057948884
ATF4,ZDHHC4,0.3293931709838408
ATF4,ZDHHC6,0.0457898789112145
ATF4,ZFC3H1,0.3331705524379545
ATF4,ZKSCAN1,0.8796479555375517
ATF4,ZMPSTE24,0.0812048081718301
