source_TF,n_target_genes,n_edges,log2FC_mean,log2FC_std,log2FC_min,log2FC_max,adj_pval_min,adj_pval_mean,adj_pval_median,culture_condition
KLF13,19,19,0.3083701881400005,0.6875789496784915,-1.013169789805689,1.3282229886357284,0.0002518021975733,0.0234357543844784,0.015339672663907,Stim8hr
KLF16,13,13,0.5752993293650318,0.4136970892248504,-0.3179924074452805,1.5003760470861538,1.9945640626127632e-05,0.0170812435212069,0.007954365582163,Stim8hr
KLF2,674,674,0.2095659612331467,0.8990350502136251,-3.4348206820357525,3.606322506438512,5.863622927924334e-23,0.0134413201901536,0.0071749148350325,Rest
KLF3,7,7,1.02748427988653,0.6177365188118812,0.3467229048896564,2.085144577286721,0.0031146661805778,0.013955329193171,0.0084524150602041,Rest
KLF3,1,1,2.1014231048581755,,2.1014231048581755,2.1014231048581755,0.0042346051879688,0.0042346051879688,0.0042346051879688,Stim8hr
KLF6,5,5,0.750412196904572,1.3981539296124237,-0.3033367827786882,2.296851053122266,0.0041985128238344,0.0199797476119671,0.0110331676269747,Rest
KLF7,5,5,-0.2710530163461302,2.0922333972317846,-1.491423778218894,3.4117889620510926,1.0250965844906608e-07,0.0173232635613995,0.0001725343259253,Rest
KLF7,4,4,0.231452151280641,2.137190032622089,-0.945124840044898,3.4351459820550327,2.07947296936484e-06,0.0006188826535524,4.157083262643799e-05,Stim48hr
KLF7,7,7,-0.5658756520976587,2.0057630995743847,-3.563738695549337,3.234013377594496,5.049128174650484e-13,0.0047673334347199,0.0008933138834826,Stim8hr
KLF9,4,4,0.0438086717997822,1.0551975972398693,-1.499821780837168,0.8326659112254412,0.0121580418971178,0.0221226508924452,0.0222846455527883,Rest
KLF9,2,2,0.9458300243604312,1.9128305505722296,-0.4067454292099896,2.298405477930852,0.0003625805662739,0.015333909260384,0.015333909260384,Stim48hr
KLF9,1,1,-1.5943754879407896,,-1.5943754879407896,-1.5943754879407896,0.0170996967393351,0.0170996967393351,0.0170996967393351,Stim8hr
KMT2A,221,221,0.8642234212802766,1.209625853683599,-4.305718322459886,3.9868142482054414,3.79831071748553e-11,0.0146493450898355,0.0093051527279525,Stim8hr
KMT2B,27,27,-1.2407106815111677,1.098637006946953,-3.4405217502594048,1.0145694515660804,8.716530347068335e-11,0.0159149332725605,0.0076862782587109,Rest
KMT2B,39,39,-0.3563087368893258,1.3805060056318297,-3.1220243869608955,2.848760163137137,1.9628583417197937e-13,0.0253081394831751,0.0289486738502403,Stim48hr
KMT2B,79,79,-0.6820500587042846,1.1053928727750617,-4.144511139584028,1.1764541649431473,3.7867167176471855e-09,0.0206379067278111,0.0177140415769894,Stim8hr
L3MBTL3,20,20,1.0271208913486174,0.606755335696264,0.3317133883777072,2.6774768724719933,4.0587283781963917e-10,0.0151663720660245,0.0106740784481997,Rest
L3MBTL3,34,34,0.8541448483461963,0.5392368943001412,0.3184768474062666,3.3076265647283933,8.58520862648556e-13,0.0141188633284582,0.0086122832659878,Stim48hr
L3MBTL3,26,26,0.8385087677692591,0.6648867671238922,0.1536981977379758,2.863485014923373,2.8377823594978933e-10,0.014099563246395,0.0061006089988871,Stim8hr
LCOR,6,6,-0.4525896946203143,1.2608760076595504,-2.5096625431336093,0.7597213507298975,0.0001404716004983,0.0106839951266841,0.0062531659344664,Rest
LCOR,9,9,0.4971887960156658,0.8739105182866803,-1.1774672444397791,1.874412729576867,1.5561538479006707e-11,0.0239041834223501,0.0204579645081389,Stim48hr
LCOR,2,2,-0.3198826575416851,0.938241884036476,-0.9833198561371196,0.3435545410537494,6.550823379882415e-07,0.0068507688444798,0.0068507688444798,Stim8hr
LCORL,5,5,2.748608253953225,0.5266796416346187,2.142809657151766,3.499354857601215,1.7182925394889915e-08,0.0045014540374424,0.0022112470725182,Rest
LCORL,4,4,2.363888659762317,0.8606189949537834,1.3896950289980827,3.4031066320735963,1.6306693362036007e-11,0.0070354860829068,0.004156860924786,Stim48hr
LCORL,5,5,2.65880540943686,1.2206386514034984,0.6304164669388873,3.588863440090024,1.1021722125531789e-07,0.007964043468174,0.0006761861588307,Stim8hr
LIN54,6,6,-0.3713876553081647,1.2760408921565207,-1.5518523528479065,1.3734319070246774,2.31275730527897e-09,0.0115481323790139,0.0006187709012869,Rest
LIN54,1,1,-1.81091944259106,,-1.81091944259106,-1.81091944259106,5.864692115369643e-12,5.864692115369643e-12,5.864692115369643e-12,Stim48hr
LIN54,6,6,-1.324914436551072,0.5007153606322862,-2.0689061701008846,-0.7811834151638406,4.176249555126185e-22,0.0023168164955364,1.9498696533251973e-05,Stim8hr
MAF,8,8,-0.0355554195102943,1.165772931075553,-0.9401909955055012,2.107299713596323,6.014653220901277e-21,0.0162887684009972,0.0018772492132543,Rest
MAF,52,52,-0.0425375546972439,0.3272888083834785,-0.7763364674055898,0.6798735299918575,8.231232442540057e-15,0.0351793489722148,0.0425588163748502,Stim48hr
MAF,8,8,-0.2915916162708826,2.096747365489961,-4.859584623728467,2.030024828535503,1.3105039627169112e-07,0.001664574434883,0.0019360259755105,Stim8hr
MAFG,2,2,-1.725600027147743,1.2050031732462445,-2.5776659423014703,-0.8735341119940155,1.6038209741247737e-05,0.0226521034762139,0.0226521034762139,Rest
MAFG,1,1,-1.4345549724187798,,-1.4345549724187798,-1.4345549724187798,2.3121647287342226e-18,2.3121647287342226e-18,2.3121647287342226e-18,Stim48hr
MAFG,1,1,-3.0970508412847586,,-3.0970508412847586,-3.0970508412847586,1.9187329764004689e-62,1.9187329764004689e-62,1.9187329764004689e-62,Stim8hr
MAFK,1,1,0.9556891933392574,,0.9556891933392574,0.9556891933392574,0.0471424091433479,0.0471424091433479,0.0471424091433479,Stim48hr
MAX,61,61,0.6466092624811646,0.9208776315143066,-1.4277259764885948,3.891593827319723,3.9938095782711945e-18,0.0192988231611502,0.0163908866487544,Rest
MAX,71,71,0.6283812219911833,0.9723616316433094,-0.9424874802795312,4.443144855162647,4.2320622479211197e-29,0.0185254869289829,0.0152790888449816,Stim48hr
MAX,1654,1654,0.105596787593687,0.3795182289887089,-2.354431998071719,2.9027696604047124,1.260769433593421e-22,0.0133812629746814,0.0066919372217408,Stim8hr
MBD2,390,390,1.005438923510474,1.3086666667457652,-3.7757820897640366,5.21255878894939,1.861838762283313e-35,0.0131457766441278,0.0069073694805117,Rest
MBD2,107,107,0.5010787288262477,1.0801205265950045,-1.8718031056444235,2.682810878283064,7.53155998439709e-10,0.0209862721670194,0.0239953209434716,Stim48hr
MBD2,630,630,0.9502285365660356,1.2919841110708516,-2.5328957540089543,6.320455208018053,5.351403344674166e-31,0.0131322700776168,0.0061790077515211,Stim8hr
MBNL2,1,1,1.7119343043123214,,1.7119343043123214,1.7119343043123214,0.014629921900858,0.014629921900858,0.014629921900858,Stim48hr
MEF2A,3,3,0.4954692884069986,0.0870369991630844,0.4076903311013836,0.5817448522065736,0.0010824916502446,0.0142569239192326,0.0186226325206186,Rest
MEF2A,2,2,3.014198903048168,3.016678888966955,0.8810848039973338,5.1473130020990014,0.0064230381966641,0.0109878541986436,0.0109878541986436,Stim48hr
MEF2D,4,4,0.2872688623155929,1.683296182607389,-2.062726314869423,1.9083205660024187,0.0001139850576104,0.0071898930633603,0.0015306394333858,Rest
MEF2D,17,17,-0.5473649543752529,0.7691395921249093,-2.310030986272961,1.3370916233186465,1.1986309288835098e-05,0.0185947509963808,0.0119739339982334,Stim48hr
MEF2D,32,32,-0.2474498304678769,1.0319743601592466,-1.7460587760315505,2.655119488444441,1.5779022323488558e-06,0.0153364959402157,0.0093306685360684,Stim8hr
MGA,40,40,1.3637540195859992,0.7360770950660924,0.2468681343223476,3.691760420170297,6.395869361736509e-11,0.0085011235473775,0.0030027153852028,Rest
MGA,96,96,1.061372271570953,0.7944284338511772,-1.1199507936575854,4.61504104166166,1.2753084960193161e-24,0.0118448372262522,0.0011152957131487,Stim48hr
MGA,111,111,1.0077703437322312,0.764006684204644,-1.052251125154586,4.420361787048839,1.257720568155741e-38,0.0103858744055879,0.001211171499358,Stim8hr
MLX,7,7,-0.3812867530045983,0.8519120468523669,-1.6261588770115318,0.7227822862294254,3.8414186157198654e-10,0.0323504379270779,0.041336686136591,Rest
MLX,2,2,0.4239259979367227,3.443027060511461,-2.0106617843597165,2.858513780233162,1.6290533383323217e-29,7.11123781858e-05,7.11123781858e-05,Stim48hr
MLXIP,1,1,-1.1760530628296264,,-1.1760530628296264,-1.1760530628296264,0.0111528107026172,0.0111528107026172,0.0111528107026172,Stim8hr
MSANTD3,6,6,1.4478509793118002,1.3852265156837222,-0.3326397076327817,3.2472943891132364,2.1651944285791232e-08,0.0205758930325826,0.0258814917431453,Rest
MSANTD3,1,1,-0.3653116348440466,,-0.3653116348440466,-0.3653116348440466,0.0013969261217645,0.0013969261217645,0.0013969261217645,Stim48hr
MSANTD4,3,3,-1.061086595946498,0.3439870084179501,-1.2787191880211095,-0.6645132789514143,1.0675616273060322e-15,0.0017639666389826,0.0018874145981912,Rest
MSANTD4,12,12,-0.052447589871289,1.0260932186724752,-1.6342743776771191,1.8748016761292985,7.433132593146896e-10,0.0138068928026801,0.0037041819546231,Stim48hr
MSANTD4,2,2,-0.7141926471082765,0.1478250955808258,-0.818720774623028,-0.6096645195935251,0.0002333605522017,0.0002333605522017,0.0002333605522017,Stim8hr
MTERF2,30,30,0.9248576688954652,1.0862805532691575,-0.7521455826499879,3.4518576416071367,9.475056425800193e-15,0.0303423131169783,0.0418086378482604,Rest
MTERF2,15,15,0.6904349665158837,1.0791217842273972,-0.8721163596105956,2.75188230658344,1.3377380132041878e-11,0.0255043011795772,0.0209533306942173,Stim48hr
MTERF2,2,2,2.42752595117194,0.4914413037318121,2.080024472748018,2.775027429595862,1.426889865307616e-09,0.0001191022939302,0.0001191022939302,Stim8hr
MTERF4,2,2,3.1610958597071086,0.92977828681743,2.503643328098493,3.818548391315724,9.133682676825908e-24,2.2268549774199457e-21,2.2268549774199457e-21,Rest
MTERF4,1,1,1.859221572364608,,1.859221572364608,1.859221572364608,0.0013214815727437,0.0013214815727437,0.0013214815727437,Stim8hr
MTF1,166,166,0.9657471998859946,1.36976329678456,-4.542030376451186,5.423547241851321,2.255340690768107e-18,0.0164978326643695,0.0102080226755702,Stim8hr
MTF2,18,18,1.5265505177489405,0.5701963205503799,0.7297556539780167,2.92902047713118,1.977768334342429e-07,0.0169862604095492,0.0058551008179984,Rest
MTF2,20,20,1.2512074115703462,0.7016392258452994,-0.2866184060186438,3.156784672023153,0.000159350626455,0.0132781289693054,0.0076290156661575,Stim48hr
MTF2,19,19,1.1446292708632824,0.5170467059690245,-0.3549889532425731,1.927953662619681,1.2187762706813594e-07,0.0214697688524912,0.0213786997430119,Stim8hr
MXD1,1,1,0.5013408619932468,,0.5013408619932468,0.5013408619932468,0.0473137140658106,0.0473137140658106,0.0473137140658106,Rest
MXD3,3,3,0.644411814562222,1.3365118226850636,-0.658564895321591,2.01210727802946,0.0016106498039566,0.005823374456666,0.0026026513818713,Rest
MXI1,17,17,-0.1050238249677961,0.5939471622109419,-2.149503653160643,0.3628869439307802,6.515765419271038e-07,0.0340224803134516,0.0431006587454509,Stim48hr
MYB,978,978,0.1633555206685495,0.9085659272422192,-3.880227296250361,5.594390383472155,2.0502560526049063e-32,0.012997555396286,0.0070131911378785,Rest
MYB,806,806,0.1204208343930471,0.7763331508895126,-3.083241036316245,4.985770425086811,1.8890800733844463e-15,0.0175503433628202,0.0148115223992497,Stim48hr
MYB,670,670,0.1941848053936733,0.8229684134183297,-3.636972431885909,4.921657940830809,9.48294403590457e-19,0.0169538648087653,0.0131349716347371,Stim8hr
MYC,24,24,-0.180864059938043,1.5308442132409643,-4.896251281036856,2.2315868102963807,0.0011546271662464,0.0210217142415394,0.0165575830486341,Rest
MYC,394,394,0.1612664059034423,0.5625750451434379,-4.67436410664012,2.569277703107292,2.6648755779387765e-08,0.0206112077674628,0.0180113288380676,Stim8hr
MYNN,12,12,0.6219796512840371,1.3723486940053764,-1.1515931951169371,3.793975761136013,1.5857712242790594e-11,0.0151263713084601,0.0116825363274246,Rest
MYNN,2,2,0.7517895262158274,1.6196935603234142,-0.3935067737330412,1.897085826164696,0.0003251297663641,0.0011762145060747,0.0011762145060747,Stim48hr
MYNN,1,1,-0.3108458025148146,,-0.3108458025148146,-0.3108458025148146,0.0043821941190855,0.0043821941190855,0.0043821941190855,Stim8hr
MYSM1,1,1,-0.4145008361764432,,-0.4145008361764432,-0.4145008361764432,1.1677643540086742e-08,1.1677643540086742e-08,1.1677643540086742e-08,Rest
MYSM1,20,20,-0.1299465753012137,0.2616760776852205,-0.6376294226729846,0.3930064944161722,3.135292477284737e-13,0.0348977479535206,0.0434107943922787,Stim48hr
MYSM1,21,21,-0.2612905573119004,0.3139565292118091,-0.7344522928978483,0.4268232577245693,2.6734573624925842e-50,0.0169459216923091,0.0054819639491093,Stim8hr
NACC2,19,19,0.558618744023099,0.7256659079872106,-2.21100602586438,1.2574378176038994,6.627242859759198e-07,0.0217898645911536,0.0195403184958348,Rest
NAIF1,13,13,2.065257146413797,2.337365406950081,-0.8807594999994363,7.5646678814916575,7.050591367608931e-54,0.0043835032342602,5.6320268430415824e-11,Rest
NAIF1,16,16,1.113684772246324,2.188204475101315,-1.594463989711418,7.17518525817575,8.654763078042405e-61,0.0076762924129403,0.0025972543819737,Stim48hr
NAIF1,14,14,1.4493716963637724,2.2977598057082926,-1.38209533087312,7.35235653659542,3.885526606749825e-50,0.0050477108043417,8.980414529649322e-06,Stim8hr
NCOA1,4,4,0.0129414277318251,0.5509152132469832,-0.6264111776599057,0.6233614926662723,0.0092788913970468,0.0262329940364905,0.0234395677263268,Rest
NCOA1,8,8,0.5491611586158447,0.8620857588567032,-0.3773007752891119,2.3511163705512947,0.0017415844674809,0.0266254167262963,0.0217848229625094,Stim48hr
NCOA1,12,12,0.1165065551025748,0.3573973896895914,-0.7156231604323228,0.4020675969187025,0.0095073898811291,0.0374758772821712,0.0435421656998487,Stim8hr
NCOA3,1,1,-1.366670402337652,,-1.366670402337652,-1.366670402337652,0.0003209381353779,0.0003209381353779,0.0003209381353779,Rest
NCOA3,2,2,-0.2921489065565343,1.303028796943695,-1.2135294049567698,0.6292315918437011,2.1956732036198373e-05,0.0002552902420309,0.0002552902420309,Stim48hr
NFAT5,1124,1124,0.0663312130322206,0.4800119743607784,-2.4279084691879764,1.573357702280149,9.546976291286664e-10,0.0162764876844881,0.0113259025682556,Rest
NFAT5,1,1,-0.2520999793066498,,-0.2520999793066498,-0.2520999793066498,0.035798079232716,0.035798079232716,0.035798079232716,Stim48hr
NFATC2,1,1,-0.5085133909048045,,-0.5085133909048045,-0.5085133909048045,0.0008618994046693,0.0008618994046693,0.0008618994046693,Rest
NFATC2,100,100,0.2041896733779789,0.7818991382484202,-2.6392609381199423,1.714511932235376,1.216048559361107e-06,0.0238027667278652,0.0243308493674537,Stim8hr
NFE2L1,21,21,-0.6232168051120199,0.3588105302424932,-1.366096997953254,0.4080233116619456,4.859466320804231e-06,0.0340262276095739,0.0483795578129723,Rest
NFE2L1,58,58,0.2819745734814758,0.6667309757984123,-0.9516920322880804,1.3068361446513768,8.493969171565758e-05,0.0242542640649048,0.0212559977370117,Stim48hr
NFE2L1,34,34,-0.0884462807394996,0.9219951844509326,-1.4940615305660836,1.5723110009934056,0.0002952566799495,0.0240726869425453,0.0213444171428121,Stim8hr
NFE2L2,21,21,1.6974051002360728,1.7492225965494752,-1.2716078363308596,5.336343809657069,3.4743289850494386e-18,0.0113872910309937,0.0009772583087031,Rest
NFE2L2,4,4,-0.2377774823911384,1.0674865641043343,-1.0602849289927636,1.331462149256753,5.081065642836203e-07,0.0164017910882853,0.0133158603071619,Stim48hr
NFE2L2,10,10,0.2047705936785078,1.4862453596193193,-1.0414374090663114,3.525983997061142,2.6539613643727352e-08,0.0098006665134411,0.0006477498563061,Stim8hr
NFE2L3,5,5,-0.2332286606978403,0.0508401398845581,-0.2979270976982624,-0.1688405582490476,6.891743708512603e-10,0.0106133652874287,0.0032508014962845,Stim48hr
NFE2L3,5,5,-0.2088016889900973,0.0600802982566777,-0.2953737348122475,-0.1434113655754369,1.069097803718054e-07,0.0093208894401948,0.0008571845774437,Stim8hr
NFIX,19,19,0.2540273465983701,0.2865541582147335,-0.3746908500007704,0.8593614832525827,0.0011224165685623,0.0269265302390774,0.0252364568169124,Stim8hr
NFKB1,54,54,0.4900662118228486,1.2923963941968637,-2.0065603491956945,3.994245455597753,5.314328891582442e-27,0.0204579298531178,0.0236912643248392,Rest
NFKB1,36,36,0.0189554093186005,1.0627691711139744,-1.416142698006742,2.536055185952601,1.724653176306453e-23,0.0127707164553841,0.0040225004436849,Stim48hr
NFKB1,108,108,0.4194535415532681,0.8754187903362655,-1.6869040797889066,3.6167318427305135,3.373616165828473e-16,0.0181542803459598,0.0133618334341931,Stim8hr
NFKB2,309,309,0.4470285595465772,0.8100985447623542,-1.727308113247668,4.126453855104578,9.92702588330888e-41,0.013132114790935,0.0066594492551228,Rest
NFKB2,520,520,0.2469576444279871,0.7384931413067783,-3.5184691917926663,3.364542645915001,3.633443252860639e-21,0.0147289497236003,0.0102269100443781,Stim48hr
NFX1,1,1,1.7022538352255363,,1.7022538352255363,1.7022538352255363,0.001020707485655,0.001020707485655,0.001020707485655,Rest
NKRF,3,3,-0.088866049581578,0.2945125535831022,-0.3086085729432312,0.2457774563555838,0.0322404492998613,0.0367080343376744,0.0322404492998613,Stim8hr
NPAS2,31,31,0.0698400317553773,0.6607077646681295,-0.8963515489242148,1.6440986601499843,0.0009089072890215,0.027706356035746,0.0313282341964628,Rest
NR1D2,2,2,0.907167690021623,0.2523541046478577,0.7287263913648631,1.0856089886783828,0.0001619111995025,0.0014967175062877,0.0014967175062877,Stim8hr
NR1H2,2,2,1.5135221055760302,1.3386537740489062,0.5669509442850842,2.460093266866976,3.122581044838791e-05,0.0004687845828948,0.0004687845828948,Rest
NR1H2,2,2,1.275583664118539,0.7304153445991826,0.759102020869748,1.7920653073673298,2.2530391614318318e-10,0.0229184341810821,0.0229184341810821,Stim8hr
NR2C1,5,5,1.3449556856684797,1.7052187964975931,-1.3666553945079436,2.592691296299235,1.2352992629314577e-08,0.0142599068445706,5.20901634344185e-06,Rest
NR2C1,4,4,-0.7425215015198696,0.8719786102468956,-1.6507340929579872,0.4193744660784274,1.3635594908683587e-14,0.0202022375719179,0.0157296790173588,Stim48hr
NR2C1,1,1,-1.4615930306555138,,-1.4615930306555138,-1.4615930306555138,2.752376303936846e-31,2.752376303936846e-31,2.752376303936846e-31,Stim8hr
NR2C2,187,187,-0.2865565332574709,0.7268450872907734,-2.857036694684903,2.2873934482068945,3.8899328095224895e-66,0.0138783337241544,0.0074354644841501,Rest
NR2C2,146,146,-0.1962797307825283,0.7272686313369189,-2.305495329807812,2.2741438495948514,2.3850036862259244e-33,0.0173169435338872,0.0139494168202881,Stim48hr
NR2C2,197,197,-0.3035579036746017,0.7716223129229236,-3.096019388038884,3.180106157286144,7.583816611471946e-92,0.0102149523590647,0.0010196036507933,Stim8hr
NR3C1,2,2,0.9203021193310872,2.1732614666297425,-0.6164258010142255,2.4570300396764,4.825675320827353e-25,0.0190760346213345,0.0190760346213345,Rest
NR3C1,2,2,-0.4110438387469917,0.0214786154019614,-0.4262315133482164,-0.3958561641457669,8.513351732655117e-05,0.000202861093432,0.000202861093432,Stim48hr
NR4A1,11,11,0.2763885587131011,0.5175359147844903,-0.5915409841379545,1.1122509664536222,0.049761586286363,0.049761586286363,0.049761586286363,Rest
NR4A3,216,216,0.0771589029007937,0.5147410405164946,-1.6038200295601883,1.801790158632436,1.4342435256111814e-11,0.0280679703566132,0.0279209115909083,Stim48hr
NR4A3,17,17,0.2685914298556328,0.8019439198464948,-1.1593687639377237,1.80590851736309,0.0003170206520328,0.0177780303041483,0.0218968758028892,Stim8hr
PA2G4,31,31,0.0187813170466922,0.5722195205675795,-0.8647405776093539,1.3532038645657805,2.7261043483181288e-08,0.0290528014281263,0.0284619325319889,Rest
PA2G4,14,14,0.7916055954800127,1.3258724243245943,-1.6368353285415915,3.963051515831411,0.0108839319223862,0.0307074289582358,0.0319716903392308,Stim48hr
PA2G4,13,13,0.0985877274987304,0.380935146582791,-0.5120231299557428,0.465548123872284,5.992677693766788e-05,0.0319585607897843,0.0419033265787562,Stim8hr
PATZ1,1,1,-0.4492113405291004,,-0.4492113405291004,-0.4492113405291004,0.0086378168981582,0.0086378168981582,0.0086378168981582,Stim48hr
PATZ1,1,1,-0.596343945611097,,-0.596343945611097,-0.596343945611097,8.255349406763071e-05,8.255349406763071e-05,8.255349406763071e-05,Stim8hr
PBX3,2,2,-0.8302248216347812,0.6974466138570793,-1.3233940518087175,-0.3370555914608449,7.1796742079516715e-09,1.1384433085607136e-05,1.1384433085607136e-05,Rest
PBX3,1,1,-0.7968947349000642,,-0.7968947349000642,-0.7968947349000642,1.1077114824576904e-06,1.1077114824576904e-06,1.1077114824576904e-06,Stim48hr
PBX3,1,1,-1.02223311342793,,-1.02223311342793,-1.02223311342793,2.541046070103288e-14,2.541046070103288e-14,2.541046070103288e-14,Stim8hr
PBX4,2,2,1.3391465656510149,0.7568012394188357,0.8040072772475724,1.8742858540544576,3.0359850883630417e-12,0.011584283969804,0.011584283969804,Stim48hr
PBX4,2,2,1.2348766207543789,0.4160689500114909,0.9406714447600868,1.5290817967486707,0.0281722201979618,0.0289267709971008,0.0289267709971008,Stim8hr
PCGF6,15,15,1.0017865183214627,0.8202393415660195,-0.6054941810935319,2.1845525057887447,4.653803565045401e-10,0.0146266018621555,0.0146499841999465,Rest
PCGF6,46,46,1.2025216409678166,0.7596000658637523,-1.190487753396564,2.653817363610113,6.925171909605255e-13,0.0163138553485106,0.0058629922846368,Stim48hr
PCGF6,41,41,1.1037615245514631,1.239568348024235,-4.464470357512901,3.1959415592606817,4.242221894034868e-25,0.0138137152961492,0.0027264941696257,Stim8hr
PHF1,1,1,-0.4356746443447652,,-0.4356746443447652,-0.4356746443447652,7.155986094451475e-05,7.155986094451475e-05,7.155986094451475e-05,Rest
PHF1,1,1,-0.5200330659147644,,-0.5200330659147644,-0.5200330659147644,0.0004222053090073,0.0004222053090073,0.0004222053090073,Stim8hr
PHF19,85,85,0.9813090701349814,0.8768252129662539,-1.176772613021563,3.186839088449814,1.0458998544260391e-11,0.0242761901236844,0.0257786035762737,Rest
PHF19,4,4,1.234136768977376,0.7190662882077177,0.6755992386490587,2.243777922816275,0.0098005463909189,0.0161952681090425,0.0142984744427419,Stim48hr
PHF19,164,164,0.8494506896505672,0.8104825442408762,-1.069076131213897,4.741399776900417,3.352787982269252e-12,0.0199791406681316,0.015671848923354,Stim8hr
PHF20,1,1,-0.4322497460350307,,-0.4322497460350307,-0.4322497460350307,0.0025981804908616,0.0025981804908616,0.0025981804908616,Rest
PHF20,105,105,-0.339396928060948,0.4882774376271597,-1.4533799273067731,3.087629268504966,2.0770610670745964e-06,0.022166478742403,0.022303618457991,Stim48hr
PHF20,7,7,-0.2338337556936799,1.5788857300364976,-1.998711249001956,3.114506512320906,0.0184284791287008,0.0212207526146468,0.0192986062080879,Stim8hr
PHF21A,2,2,-0.0477193734878347,0.6001411224990726,-0.4720832308758355,0.3766444839001659,1.553419848698439e-07,0.0014908171356621,0.0014908171356621,Rest
PHF21A,5,5,0.6820382211007602,1.0599600745519169,-0.6178711351932155,2.240250421961367,9.93800315134897e-05,0.0087672000813432,0.004619156030892,Stim48hr
PHF21A,1,1,-0.3409518871927942,,-0.3409518871927942,-0.3409518871927942,3.34774542482332e-06,3.34774542482332e-06,3.34774542482332e-06,Stim8hr
PIN1,11,11,0.5851436179355115,0.5250134950146587,-0.7289834135048171,1.5048815996485276,0.0090675974291101,0.025400822034594,0.0231339227562638,Stim48hr
PKNOX1,121,121,-0.3087459686254699,0.770079552727896,-2.9482402226930486,1.643209216835998,2.0023386185361137e-58,0.01300187939077,0.0067206848121222,Rest
PKNOX1,206,206,-0.3094285434724304,0.7804591421295033,-3.3388160431414624,1.5811414883365495,7.796359650037857e-73,0.0134705105398739,0.0065966823882101,Stim48hr
PKNOX1,186,186,-0.3885326555483382,0.8327359232744689,-3.2024606275696725,1.8491437676532656,2.040072164473869e-89,0.0115710604232009,0.0019707185036367,Stim8hr
POGK,77,77,-0.1805467529114268,0.5006371961734015,-0.7857164028388358,2.1604963570435367,8.072509768130442e-15,0.0361492065801609,0.0423124137362756,Rest
POGK,5,5,0.1859450315776661,0.7374935516767841,-0.6835524030147933,0.9971491715141652,0.0003081369633778,0.0272719215254459,0.030126246224574,Stim8hr
POU2AF1,2,2,-0.1542558824849166,0.7850163301186431,-0.7093462528539866,0.4008344878841533,3.3098919525685016e-14,0.0037611627276652,0.0037611627276652,Stim48hr
POU2AF1,1,1,-0.7808944300866661,,-0.7808944300866661,-0.7808944300866661,2.038917529665868e-09,2.038917529665868e-09,2.038917529665868e-09,Stim8hr
POU2F2,1,1,-0.8916821375173395,,-0.8916821375173395,-0.8916821375173395,0.0004347929368098,0.0004347929368098,0.0004347929368098,Rest
POU2F2,12,12,0.1550778449470415,0.3951807918309207,-0.3963861824446424,0.7976227915476147,0.0007106163586286,0.032551748811568,0.0373951876620163,Stim48hr
POU2F2,3,3,-0.9744525642938596,1.0336938010596182,-2.1493577612981896,-0.2047331067957594,1.5787709229498708e-05,0.0118032700901474,0.0082863817515796,Stim8hr
POU6F1,42,42,0.6113005556372542,0.3900025084829017,-0.7610035943732321,1.2377488067777562,0.0003365150959095,0.0273721603008121,0.0311305489374226,Rest
PPARA,10,10,-0.5866123577533464,0.2067947187487565,-0.9568457473427288,-0.2859143415349472,6.904986475773001e-14,0.0023066875837302,5.870622006327799e-07,Rest
PPARA,4,4,-0.4278057264986872,0.1090615916488647,-0.4896041004568054,-0.2645085416137525,5.180984899722543e-09,0.0046042952287104,0.0019188782338125,Stim48hr
PPARA,15,15,-0.4543368871907989,0.3359644145973613,-0.9354789567755682,0.5182481244517683,1.988826661215944e-07,0.0013198771070767,9.858143809797262e-05,Stim8hr
PPARD,1,1,2.291704045157584,,2.291704045157584,2.291704045157584,7.235145525467047e-12,7.235145525467047e-12,7.235145525467047e-12,Rest
PPARD,1,1,-0.5064579827174248,,-0.5064579827174248,-0.5064579827174248,0.001996466362366,0.001996466362366,0.001996466362366,Stim48hr
PRDM15,25,25,-1.1209507754175505,1.1210629778448178,-3.458591578693714,1.0863608541757546,7.257487396950395e-41,0.0044850608404007,0.0004241438863657,Rest
PRDM15,32,32,-0.8236929748885415,0.9461209373067716,-3.247140854162399,0.8505022992147616,2.9818455884300803e-32,0.0111488235201376,6.02682502580204e-05,Stim48hr
PRDM15,52,52,-0.3689328785223312,0.9647593950249748,-2.6452154897064584,1.271368257835492,5.6014702970222565e-33,0.0095630245391241,0.0010327269724655,Stim8hr
PRDM4,2,2,-1.783815680407301,1.103354801200367,-2.564005342390816,-1.0036260184237864,2.1660840912811612e-14,0.0150694228138988,0.0150694228138988,Rest
PRDM4,1,1,-2.271389902530513,,-2.271389902530513,-2.271389902530513,5.52691529186544e-10,5.52691529186544e-10,5.52691529186544e-10,Stim48hr
PRDM5,11,11,-0.1915152348670075,0.316743702917473,-0.851550343249556,0.2172505099405098,7.329514495546851e-10,0.0225079833592106,0.0143892475817166,Rest
PRMT3,2,2,-1.5174977695222098,1.0531700727502775,-2.262201469706661,-0.772794069337759,8.500465246115187e-31,0.0006363249524608,0.0006363249524608,Rest
PRMT3,1,1,-3.076637743280395,,-3.076637743280395,-3.076637743280395,3.2407287546389955e-62,3.2407287546389955e-62,3.2407287546389955e-62,Stim48hr
