source_TF,target_gene,log2FC,adj_p_value,p_value,zscore,culture_condition,n_guides_averaged
ADNP2,PGAP3,-0.8871288718595715,8.966024671228038e-08,7.220959466760835e-11,-6.515994554442751,Rest,1
ADNP2,ADCY9,-0.7856722470874777,0.0371121756769089,0.0001328400024229,-3.8211329669275913,Rest,1
ADNP2,TRIM17,2.639673827995111,2.71903413091076e-07,2.676454178077705e-10,6.316446861751443,Rest,1
ADNP2,RHOBTB3,3.367853744181465,9.251032258505535e-05,1.1589660100141165e-07,5.299851981978528,Rest,1
ADNP2,BRI3,-0.2904907354388757,0.0005684808558756,1.0174154020146276e-06,-4.888239829370745,Rest,1
ADNP2,NSG1,-1.9231395206799529,0.0001058532676495,1.420849230194762e-07,-5.262532001483353,Rest,1
ADNP2,PTGER4,-0.4533069744501435,0.0492753763372763,0.0002097993009215,-3.7069150213289217,Rest,1
ADNP2,HYI,1.0117148475287203,0.0009532447285888,1.961935459288106e-06,4.7573061109956285,Rest,1
ADNP2,ZNF678,0.8369546494275836,0.0011876146772883,2.6568561013161413e-06,4.695707418549296,Rest,1
ADNP2,ARL6IP4,-0.2064248135020341,0.0007320285144606,1.4411299613543389e-06,-4.819230475318769,Rest,1
ADNP2,ZNF320,1.381262053495517,0.0047423773324166,1.1882466694198228e-05,4.379733262068211,Rest,1
ADNP2,NRBP2,1.476919328159091,9.48141091605934e-10,5.93913882885149e-13,7.201872106792876,Rest,1
ADNP2,RAB11B,-0.1824213103600236,0.0492753763372763,0.0002160620528435,-3.699456047521532,Rest,1
ADNP2,MUC1,-0.688357534551969,0.0208147978237816,6.332913879271363e-05,-4.0000498624444365,Rest,1
ADNP2,ZNF267,-0.4527141927239717,0.0011531940843498,2.476658436187692e-06,-4.710041922270772,Rest,1
ADNP2,ZNF555,2.458034237814838,0.0004165414791642,6.709392952981356e-07,4.969592003156249,Rest,1
ADNP2,ZNF559,-1.0392846906834246,8.22416221748775e-05,9.567258060612146e-08,-5.334757025403703,Rest,1
ADNP2,ZNF699,-1.1864419710802592,0.0003488558353633,5.306979150942017e-07,-5.014868346203835,Rest,1
ADNP2,CASP4,-0.3056093381032453,0.0379914117830863,0.0001393868351773,-3.809253778585025,Rest,1
ADNP2,ZNF677,1.7703406406448214,0.0026934856178072,6.5077504859772e-06,4.509183818065793,Rest,1
ADNP2,SLC29A3,0.6033420915602116,0.0492753763372763,0.0002070251379037,3.71028611834154,Rest,1
ADNP2,ZNF813,0.9434697963771358,0.0451981876227881,0.0001820061246555,3.742765417739388,Rest,1
ADNP2,ZNF630,1.6851290388202844,0.0181489316352285,5.35941605335608e-05,4.039373512448157,Rest,1
