,scPRINT2_CD8_rest,pySCENIC_CD8_rest,Perturb-seq_CD8_rest_Rest
scPRINT2_CD8_rest,1.0,0.1641509433962264,0.3858267716535433
pySCENIC_CD8_rest,0.1641509433962264,1.0,0.1520572450805009
Perturb-seq_CD8_rest_Rest,0.3858267716535433,0.1520572450805009,1.0
