axis	index	name
row	831	BTLA
row	832	BTN2A1
row	833	BTN2A2
row	834	BTN3A2
row	835	BTN3A3
row	836	BTRC
row	837	BUB1
row	838	BUB3
row	839	BUD13
row	840	BUD31
row	841	BYSL
row	842	BZRAP1-AS1
row	843	BZW1
row	844	BZW2
row	845	C10ORF107
row	846	C10ORF11
row	847	C10ORF128
row	848	C10ORF54
row	849	C10ORF67
row	850	C10ORF76
row	851	C10ORF88
row	852	C10ORF91
row	853	C10ORF95
row	854	C11ORF1
row	855	C11ORF24
row	856	C11ORF57
row	857	C11ORF68
row	858	C11ORF71
row	859	C11ORF73
row	860	C11ORF74
row	861	C11ORF84
row	862	C11ORF88
row	863	C11ORF96
row	864	C11ORF97
row	865	C12ORF10
row	866	C12ORF29
row	867	C12ORF4
row	868	C12ORF42
row	869	C12ORF49
row	870	C12ORF57
row	871	C12ORF65
row	872	C12ORF73
row	873	C12ORF75
row	874	C12ORF76
row	875	C14ORF1
row	876	C14ORF119
row	877	C14ORF132
row	878	C14ORF142
row	879	C14ORF159
row	880	C14ORF2
row	881	C14ORF28
row	882	C14ORF80
row	883	C14ORF93
row	884	C15ORF39
row	885	C15ORF40
row	886	C15ORF41
row	887	C15ORF48
row	888	C15ORF53
row	889	C15ORF61
row	890	C16ORF45
row	891	C16ORF52
row	892	C16ORF58
row	893	C16ORF59
row	894	C16ORF62
row	895	C16ORF70
row	896	C16ORF72
row	897	C16ORF74
row	898	C16ORF87
row	899	C16ORF91
row	900	C17ORF100
row	901	C17ORF49
row	902	C17ORF51
row	903	C17ORF53
row	904	C17ORF58
row	905	C17ORF62
row	906	C17ORF67
row	907	C17ORF75
row	908	C17ORF89
row	909	C17ORF96
row	910	C17ORF97
row	911	C18ORF21
row	912	C18ORF25
row	913	C18ORF32
row	914	C18ORF8
row	915	C19ORF12
row	916	C19ORF24
row	917	C19ORF25
row	918	C19ORF33
row	919	C19ORF47
row	920	C19ORF48
row	921	C19ORF52
row	922	C19ORF60
row	923	C19ORF66
row	924	C19ORF68
row	925	C19ORF81
row	926	C1GALT1
row	927	C1GALT1C1
row	928	C1ORF109
row	929	C1ORF115
row	930	C1ORF116
row	931	C1ORF122
row	932	C1ORF131
row	933	C1ORF132
row	934	C1ORF145
row	935	C1ORF159
row	936	C1ORF167
row	937	C1ORF174
row	938	C1ORF194
row	939	C1ORF198
row	940	C1ORF21
row	941	C1ORF216
row	942	C1ORF228
row	943	C1ORF35
row	944	C1ORF43
row	945	C1ORF52
row	946	C1ORF53
row	947	C1ORF56
row	948	C1ORF61
row	949	C1QBP
row	950	C1RL-AS1
row	951	C20ORF194
row	952	C20ORF195
row	953	C20ORF196
row	954	C20ORF24
row	955	C20ORF27
row	956	C20ORF85
row	957	C21ORF2
row	958	C21ORF33
row	959	C21ORF91
row	960	C22ORF15
row	961	C22ORF29
row	962	C22ORF31
row	963	C22ORF34
row	964	C2CD2L
row	965	C2CD4A
row	966	C2CD4B
row	967	C2CD5
row	968	C2ORF27A
row	969	C2ORF40
row	970	C2ORF42
row	971	C2ORF49
row	972	C2ORF68
row	973	C2ORF69
row	974	C2ORF76
row	975	C2ORF81
row	976	C3AR1
row	977	C3ORF14
row	978	C3ORF18
row	979	C3ORF38
row	980	C3ORF58
row	981	C4ORF26
row	982	C4ORF32
row	983	C4ORF33
row	984	C4ORF36
row	985	C5ORF15
row	986	C5ORF24
row	987	C5ORF30
row	988	C5ORF45
row	989	C5ORF49
row	990	C5ORF51
row	991	C5ORF56
row	992	C6ORF1
row	993	C6ORF106
row	994	C6ORF120
row	995	C6ORF132
row	996	C6ORF136
row	997	C6ORF163
row	998	C6ORF47
row	999	C6ORF48
row	1000	C6ORF52
row	1001	C6ORF62
row	1002	C6ORF89
row	1003	C6ORF99
row	1004	C7ORF31
row	1005	C7ORF43
row	1006	C7ORF55
row	1007	C7ORF57
row	1008	C7ORF73
row	1009	C8ORF33
row	1010	C8ORF44
row	1011	C8ORF59
row	1012	C8ORF76
row	1013	C8ORF82
row	1014	C8ORF88
row	1015	C9ORF114
row	1016	C9ORF116
row	1017	C9ORF135
row	1018	C9ORF24
row	1019	C9ORF40
row	1020	C9ORF64
row	1021	C9ORF72
row	1022	C9ORF78
row	1023	C9ORF85
row	1024	C9ORF91
row	1025	CA1
row	1026	CA10
row	1027	CA11
row	1028	CA2
row	1029	CA5BP1
row	1030	CA6
row	1031	CAAP1
row	1032	CAB39
row	1033	CAB39L
row	1034	CABIN1
row	1035	CABP1
row	1036	CACNA1D
row	1037	CACNA1I
row	1038	CACNB2
row	1039	CACTIN
row	1040	CACUL1
row	1041	CACYBP
row	1042	CAD
row	1043	CADM1
row	1044	CALB2
row	1045	CALCB
row	1046	CALCOCO1
row	1047	CALCOCO2
row	1048	CALD1
row	1049	CALHM2
row	1050	CALM2
row	1051	CALML4
row	1052	CALR
row	1053	CALU
row	1054	CAMK1
row	1055	CAMK1D
row	1056	CAMK2D
row	1057	CAMK2G
row	1058	CAMK2N1
row	1059	CAMK4
row	1060	CAMKK1
row	1061	CAMKK2
row	1062	CAMKMT
row	1063	CAMLG
row	1064	CAMSAP1
row	1065	CAMTA1
row	1066	CAMTA2
row	1067	CAND1
row	1068	CANT1
row	1069	CANX
row	1070	CAP1
row	1071	CAP2
row	1072	CAPG
row	1073	CAPN1
row	1074	CAPN10
row	1075	CAPN15
row	1076	CAPN2
row	1077	CAPN3
row	1078	CAPNS1
row	1079	CAPRIN1
row	1080	CAPRIN2
row	1081	CAPSL
row	1082	CAPZA1
row	1083	CARD11
row	1084	CARD16
row	1085	CARD19
row	1086	CARHSP1
row	1087	CARM1
row	1088	CARS
row	1089	CARS2
row	1090	CASC3
row	1091	CASC4
row	1092	CASC5
row	1093	CASD1
row	1094	CASK
row	1095	CASP1
row	1096	CASP10
row	1097	CASP2
row	1098	CASP3
row	1099	CASP4
row	1100	CASP8
row	1101	CASP8AP2
row	1102	CASS4
row	1103	CAST
row	1104	CAT
row	1105	CATSPER2
row	1106	CATSPER2P1
row	1107	CAV1
row	1108	CBFA2T2
row	1109	CBFA2T3
row	1110	CBL
row	1111	CBLB
row	1112	CBLL1
row	1113	CBR1
row	1114	CBR3
row	1115	CBR3-AS1
row	1116	CBR4
row	1117	CBWD1
row	1118	CBWD2
row	1119	CBWD3
row	1120	CBWD5
row	1121	CBX1
row	1122	CBX3
row	1123	CBX3P2
row	1124	CBX5
row	1125	CBX7
row	1126	CC2D1A
row	1127	CC2D1B
row	1128	CCAR1
row	1129	CCAR2
row	1130	CCBE1
row	1131	CCDC102A
row	1132	CCDC102B
row	1133	CCDC109B
row	1134	CCDC115
row	1135	CCDC117
row	1136	CCDC12
row	1137	CCDC122
row	1138	CCDC124
row	1139	CCDC125
row	1140	CCDC130
row	1141	CCDC134
row	1142	CCDC137
row	1143	CCDC14
row	1144	CCDC141
row	1145	CCDC144B
row	1146	CCDC144CP
row	1147	CCDC146
row	1148	CCDC152
row	1149	CCDC153
row	1150	CCDC154
row	1151	CCDC157
row	1152	CCDC159
row	1153	CCDC163P
row	1154	CCDC170
row	1155	CCDC171
row	1156	CCDC173
row	1157	CCDC174
row	1158	CCDC18
row	1159	CCDC186
row	1160	CCDC190
row	1161	CCDC191
row	1162	CCDC25
row	1163	CCDC28A
row	1164	CCDC28B
row	1165	CCDC30
row	1166	CCDC34
row	1167	CCDC43
row	1168	CCDC47
row	1169	CCDC50
row	1170	CCDC51
row	1171	CCDC53
row	1172	CCDC6
row	1173	CCDC61
row	1174	CCDC62
row	1175	CCDC66
row	1176	CCDC69
row	1177	CCDC71
row	1178	CCDC71L
row	1179	CCDC74A
row	1180	CCDC77
row	1181	CCDC78
row	1182	CCDC82
row	1183	CCDC84
row	1184	CCDC85B
row	1185	CCDC9
row	1186	CCDC90B
row	1187	CCDC91
row	1188	CCDC93
row	1189	CCDC94
row	1190	CCDC96
row	1191	CCDC97
row	1192	CCHCR1
row	1193	CCL17
row	1194	CCL18
row	1195	CCL2
row	1196	CCL20
row	1197	CCL22
row	1198	CCL28
row	1199	CCL3L3
row	1200	CCL4
row	1201	CCL4L2
row	1202	CCL5
row	1203	CCNA2
row	1204	CCNB1
row	1205	CCNB1IP1
row	1206	CCNB2
row	1207	CCND1
row	1208	CCND2
row	1209	CCND2-AS1
row	1210	CCND3
row	1211	CCNDBP1
row	1212	CCNE1
row	1213	CCNE2
row	1214	CCNG1
row	1215	CCNG2
row	1216	CCNH
row	1217	CCNI
row	1218	CCNI2
row	1219	CCNJ
row	1220	CCNK
row	1221	CCNL1
row	1222	CCNT1
row	1223	CCNT2
row	1224	CCNY
row	1225	CCNYL1
row	1226	CCP110
row	1227	CCPG1
row	1228	CCR1
row	1229	CCR10
row	1230	CCR2
row	1231	CCR4
row	1232	CCR5
row	1233	CCR6
row	1234	CCR7
row	1235	CCR9
row	1236	CCS
row	1237	CCSER2
row	1238	CCT2
row	1239	CCT6P1
row	1240	CCT6P3
row	1241	CCT7
row	1242	CCT8
row	1243	CCZ1
row	1244	CCZ1B
row	1245	CD109
row	1246	CD151
row	1247	CD160
row	1248	CD164
row	1249	CD164L2
row	1250	CD180
row	1251	CD19
row	1252	CD200
row	1253	CD226
row	1254	CD24
row	1255	CD244
row	1256	CD247
row	1257	CD248
row	1258	CD27
row	1259	CD27-AS1
row	1260	CD2AP
row	1261	CD2BP2
row	1262	CD300A
row	1263	CD320
row	1264	CD36
row	1265	CD38
row	1266	CD3E
row	1267	CD3G
row	1268	CD4
row	1269	CD40
row	1270	CD40LG
row	1271	CD44
row	1272	CD47
row	1273	CD48
row	1274	CD5
row	1275	CD52
row	1276	CD53
row	1277	CD55
row	1278	CD58
row	1279	CD59
row	1280	CD63
row	1281	CD68
row	1282	CD69
row	1283	CD7
row	1284	CD70
row	1285	CD72
row	1286	CD74
row	1287	CD79B
row	1288	CD80
row	1289	CD81
row	1290	CD82
row	1291	CD83
row	1292	CD84
row	1293	CD86
row	1294	CD8A
row	1295	CD8B
row	1296	CD9
row	1297	CD96
row	1298	CDC14A
row	1299	CDC14B
row	1300	CDC16
row	1301	CDC20
row	1302	CDC23
row	1303	CDC25B
row	1304	CDC26
row	1305	CDC27
row	1306	CDC34
row	1307	CDC37
row	1308	CDC37L1
row	1309	CDC40
row	1310	CDC42
row	1311	CDC42BPA
row	1312	CDC42BPB
row	1313	CDC42EP2
row	1314	CDC42EP3
row	1315	CDC42SE1
row	1316	CDC42SE2
row	1317	CDC45
row	1318	CDC6
row	1319	CDC7
row	1320	CDC73
row	1321	CDCA4
row	1322	CDCA5
row	1323	CDCA7L
row	1324	CDCA8
row	1325	CDCP1
row	1326	CDH1
row	1327	CDH15
row	1328	CDH24
row	1329	CDH3
row	1330	CDIPT
row	1331	CDK1
row	1332	CDK11A
row	1333	CDK11B
row	1334	CDK13
row	1335	CDK16
row	1336	CDK17
row	1337	CDK18
row	1338	CDK19
row	1339	CDK2
row	1340	CDK2AP2
row	1341	CDK4
row	1342	CDK5
row	1343	CDK5RAP2
