,scPRINT2_CD8_act,pySCENIC_CD8_act,Perturb-seq_CD8_act_Stim8hr,Perturb-seq_CD8_act_Stim48hr
scPRINT2_CD8_act,1.0,0.17669172932330826,0.3944069431051109,0.38958534233365477
pySCENIC_CD8_act,0.17669172932330826,1.0,0.17314487632508835,0.16843971631205673
Perturb-seq_CD8_act_Stim8hr,0.3944069431051109,0.17314487632508835,1.0,0.6309751434034416
Perturb-seq_CD8_act_Stim48hr,0.38958534233365477,0.16843971631205673,0.6309751434034416,1.0
