,scPRINT2_CD4_act,pySCENIC_CD4_act,Perturb-seq_CD4_act_Stim8hr,Perturb-seq_CD4_act_Stim48hr
scPRINT2_CD4_act,1.0,0.1762414800389484,0.4005994005994006,0.3983983983983984
pySCENIC_CD4_act,0.1762414800389484,1.0,0.17314487632508835,0.16843971631205673
Perturb-seq_CD4_act_Stim8hr,0.4005994005994006,0.17314487632508835,1.0,0.6309751434034416
Perturb-seq_CD4_act_Stim48hr,0.3983983983983984,0.16843971631205673,0.6309751434034416,1.0
